"locus","chr","start","stop","processed","K","n_snps","h2_MDD","h2_BIP","p_MDD","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
2273,18,44300146,45718492,TRUE,428,3173,0.000203861,0.000308287,0.120166,5.10571e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2274,18,45718493,46558306,TRUE,475,2133,NA,0.000133036,NA,0.0480085,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2275,18,46558307,47455925,TRUE,197,2128,0.000226667,0.000204451,0.0305227,0.000117077,TRUE,-0.271005,-0.271005,FALSE,-1,0.37575,0.391252,2,NA
2276,18,47455926,48228379,TRUE,259,1812,NA,0.000349106,NA,4.4333e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2277,18,48228380,49790996,TRUE,422,3187,0.000375066,0.000352752,0.0177368,6.1681e-06,TRUE,-0.150616,-0.150616,FALSE,-0.97896,0.39464,0.572377,2,NA
2278,18,49790997,50372823,TRUE,196,1971,0.000293568,7.33921e-05,0.00872388,0.0742901,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2279,18,50372824,51060986,TRUE,99,1799,0.000125867,0.000189621,0.0696019,3.52781e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2280,18,51060987,52512523,TRUE,184,3493,0.000319388,0.000290963,0.00411981,9.21108e-08,TRUE,0.28865,0.28865,FALSE,-0.22012,0.85029,0.219489,2,NA
2281,18,52512524,53762996,TRUE,279,2105,0.000645964,0.000259236,1.26053e-05,2.97066e-05,TRUE,0.479248,0.479248,FALSE,0.07764,0.93724,0.0208582,2,NA
2282,18,53762997,54957867,TRUE,284,2394,0.000522216,0.000223257,0.000353585,0.000390594,TRUE,0.165652,0.165652,FALSE,-0.39931,0.71302,0.500298,2,NA
2283,18,54957868,55809315,TRUE,323,2404,0.000145111,7.02213e-05,0.165204,0.134327,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2284,18,55809316,56832312,TRUE,425,2530,0.000315523,0.00018088,0.0360953,0.00866756,TRUE,-0.0631842,-0.0631842,FALSE,-1,0.86173,0.866811,2,NA
2285,18,56832313,57635821,TRUE,340,2185,0.000311785,0.000191973,0.0248698,0.00312098,TRUE,0.0463385,0.0463385,FALSE,-0.97643,0.87716,0.89241,2,NA
2286,18,57635822,58527236,TRUE,205,2374,0.00033654,8.59994e-05,0.00533276,0.0524294,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2287,18,58527237,59449422,TRUE,311,1831,0.000214721,0.000109091,0.0761306,0.0466849,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2288,18,59449423,60780194,TRUE,357,3246,0.000375838,0.000213111,0.0108655,0.00127107,TRUE,0.419843,0.419843,FALSE,-0.22881,1,0.167443,2,NA
2289,18,60780195,62074993,TRUE,356,3117,0.000157214,0.000236731,0.160225,0.000550473,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2290,18,62074994,63109755,TRUE,225,2575,0.000172832,NA,0.0876732,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2291,18,63109756,64253143,TRUE,208,2574,3.15515e-05,9.54275e-05,0.384973,0.0355757,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2292,18,64253144,65294195,TRUE,222,2709,0.000107944,7.33434e-05,0.191655,0.0846424,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2293,18,65294196,66407960,TRUE,350,3154,0.000369105,0.000360326,0.0118142,4.67159e-07,TRUE,-0.133116,-0.133116,FALSE,-0.8632,0.38401,0.590853,2,NA
2294,18,66407961,67195980,TRUE,239,1982,0.000254072,0.000224038,0.030055,0.000104339,TRUE,0.24875,0.24875,FALSE,-0.47048,1,0.425642,2,NA
2295,18,67195981,68051035,TRUE,304,2053,0.000157939,0.000603271,0.144129,9.26543e-16,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2296,18,68051036,69311742,TRUE,409,3445,0.000298905,0.000159775,0.0423426,0.0159689,TRUE,-0.240412,-0.240412,FALSE,-1,0.69096,0.552071,2,NA
2297,18,69311743,70540349,TRUE,393,3336,0.00022977,0.000247829,0.0863412,0.000519998,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2298,18,70540350,71491860,TRUE,370,2793,0.000337461,NA,0.0215966,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2299,18,71491861,72785206,TRUE,458,2881,NA,7.45336e-05,NA,0.160827,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2300,18,72785207,73568260,TRUE,356,2203,0.000234042,8.43013e-05,0.0722496,0.107587,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2301,18,73568261,74471745,TRUE,458,2704,NA,0.000322876,NA,5.36173e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2302,18,74471746,75240760,TRUE,435,2644,0.000343117,0.000277284,0.0270864,0.000222004,TRUE,0.163766,0.163766,FALSE,-0.61353,0.97412,0.592725,2,NA
2303,18,75240761,76231685,TRUE,500,3193,0.000419394,0.000297475,0.0147014,0.000220351,TRUE,0.350267,0.350267,FALSE,-0.2504,1,0.221294,2,NA
2304,18,76231686,77148137,TRUE,327,2880,4.43565e-05,0.000226673,0.375279,0.000592297,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2305,18,77148138,78017072,TRUE,376,2516,0.000539331,0.000232788,0.000881635,0.000820903,TRUE,-0.307587,-0.307587,FALSE,-1,0.20031,0.233602,2,NA
2306,19,64705,762046,TRUE,386,1533,0.000227056,4.87815e-05,0.0994431,0.2489,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2307,19,762047,1515920,TRUE,432,1765,0.000578807,NA,0.000971233,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2308,19,1515921,2253174,TRUE,348,1568,0.000328184,0.00030094,0.0218379,3.11843e-05,TRUE,-0.24388,-0.24388,FALSE,-1,0.33605,0.393182,2,NA
2309,19,2253175,3085446,TRUE,425,2237,0.000405106,0.00023828,0.0124001,0.00124418,TRUE,-0.828555,-0.828555,FALSE,-1,-0.22009,0.00671411,2,NA
2310,19,3085447,3893909,TRUE,414,1923,0.000248087,NA,0.0762625,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2311,19,3893910,4741718,TRUE,338,1756,0.000584926,9.51185e-05,0.000231067,0.079686,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2312,19,4741719,5478684,TRUE,396,1958,0.000495454,0.00047295,0.00225401,2.66945e-09,TRUE,0.197376,0.197376,FALSE,-0.25269,0.65088,0.337862,2,NA
2313,19,5478685,6455428,TRUE,362,2414,0.000452949,0.000528111,0.00401486,3.90969e-11,TRUE,-0.00649956,-0.00649956,FALSE,-0.5168,0.42401,0.974753,2,NA
2314,19,6455429,7249359,TRUE,420,2234,4.76091e-05,NA,0.382013,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2315,19,7249360,8199016,TRUE,387,2326,0.000789988,6.23527e-05,6.69756e-06,0.184623,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2316,19,8199017,9105577,TRUE,331,2060,0.000102486,4.92192e-05,0.245757,0.219843,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2317,19,9105578,10028840,TRUE,151,2043,NA,6.70563e-05,NA,0.0673441,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2318,19,10028841,11681978,TRUE,524,3435,0.0004339,0.000179746,0.0142718,0.0174526,TRUE,-0.183153,-0.183153,FALSE,-1,0.56693,0.611752,2,NA
2319,19,11681979,13213186,TRUE,311,2696,0.000652723,0.000222412,4.3652e-05,0.000711635,TRUE,0.398302,0.398302,FALSE,-0.07783,0.96543,0.0898766,2,NA
2320,19,13213187,13968319,TRUE,328,1660,0.0005848,2.18697e-05,0.000212133,0.36012,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2321,19,13968320,14891100,TRUE,330,1742,0.000527422,0.000120467,0.000634323,0.0359376,TRUE,-0.324662,-0.324662,FALSE,-1,0.36264,0.327388,2,NA
2322,19,14891101,15650185,TRUE,279,1879,0.000548541,0.000103851,0.000169351,0.0443866,TRUE,-0.0733444,-0.0733444,FALSE,-1,0.6883,0.824154,2,NA
2323,19,15650186,16079006,TRUE,128,1777,3.1879e-05,NA,0.353287,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2324,19,16079007,17045963,TRUE,266,1996,5.34324e-05,0.000181947,0.338767,0.00170323,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2325,19,17045964,17750518,TRUE,303,1842,0.00011922,2.34633e-05,0.203631,0.343681,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2326,19,17750519,18504867,TRUE,296,1759,0.000251001,6.71843e-05,0.0452914,0.13874,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2327,19,18504868,19749166,TRUE,303,2108,0.000394669,0.000275188,0.00503109,2.81047e-05,TRUE,-0.187328,-0.187328,FALSE,-0.9389,0.31698,0.465491,2,NA
2328,19,19749167,20485499,TRUE,169,1884,0.000197661,0.000203366,0.042425,7.81135e-05,TRUE,-0.044739,-0.044739,FALSE,-1,0.70221,0.891898,2,NA
2329,19,20485500,21155862,TRUE,73,1937,NA,5.71769e-05,NA,0.0357061,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2330,19,21155863,21822653,TRUE,85,1670,NA,5.49748e-05,NA,0.0559483,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2331,19,21822654,22729408,TRUE,157,2318,NA,0.000235163,NA,3.38002e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2332,19,22729409,23468992,TRUE,94,1979,1.67827e-05,9.27148e-06,0.400126,0.37662,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2333,19,23468993,24567341,TRUE,72,1080,NA,4.28082e-05,NA,0.0832566,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2334,19,24567342,28555845,TRUE,95,2297,0.000391683,0.000242187,3.09226e-05,3.77431e-08,TRUE,-0.054274,-0.054274,FALSE,-0.5176,0.35887,0.789675,2,NA
2335,19,28555846,29389090,TRUE,206,2769,0.000114635,0.000141453,0.170184,0.00478229,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2336,19,29389091,30375792,TRUE,408,2771,0.000567899,0.000111256,0.000824754,0.0637451,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2337,19,30375793,31763008,TRUE,469,2430,6.34703e-05,0.00035254,0.356302,2.12772e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2338,19,31763009,33028099,TRUE,404,2470,0.000549776,0.00017515,0.000985074,0.0091892,TRUE,0.0488107,0.0488107,FALSE,-0.75351,0.70839,0.868485,2,NA
2339,19,33028100,33785835,TRUE,236,2150,0.00010152,5.67796e-05,0.213234,0.148313,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2340,19,33785836,34633274,TRUE,358,2346,NA,4.42195e-05,NA,0.252871,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2341,19,34633275,35649343,TRUE,283,2199,0.000116424,0.000111533,0.200912,0.0367356,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2342,19,35649344,36638122,TRUE,394,2237,0.000396961,0.00017403,0.0111671,0.0092889,TRUE,0.06016,0.06016,FALSE,-0.94468,0.90036,0.859273,2,NA
2343,19,36638123,38472870,TRUE,157,3061,0.000513142,0.000161251,9.7209e-06,0.000676165,TRUE,0.0872342,0.0872342,FALSE,-0.46005,0.59423,0.711989,2,NA
2344,19,38472871,39370419,TRUE,264,2088,0.000100459,0.000226055,0.224962,0.000192815,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2345,19,39370420,40171413,TRUE,243,1828,NA,2.8669e-05,NA,0.295257,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2346,19,40171414,41004105,TRUE,214,1719,0.00011838,3.65933e-05,0.168001,0.247331,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2347,19,41004106,41733463,TRUE,271,1700,0.000645492,4.97699e-05,1.29878e-05,0.194688,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2348,19,41733464,43317282,TRUE,295,2004,0.000791984,0.000226873,7.75118e-07,0.000356523,TRUE,-0.0927021,-0.0927021,FALSE,-0.59708,0.32141,0.658958,2,NA
2349,19,43317283,43960958,TRUE,130,1642,0.000209304,NA,0.0275457,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2350,19,43960959,45040932,TRUE,318,2457,0.000198816,0.000137458,0.0949433,0.018745,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2351,19,45040933,45893307,TRUE,386,1933,0.00115878,0.000278565,7.38251e-10,0.000149859,TRUE,0.297303,0.297303,FALSE,-0.06837,0.67659,0.101744,2,NA
2352,19,45893308,46765060,TRUE,306,1957,0.000435986,0.000189503,0.00247703,0.00225308,TRUE,0.144217,0.144217,FALSE,-0.5632,0.80177,0.615208,2,NA
2353,19,46765061,47752727,TRUE,362,1934,1.81581e-05,0.000157296,0.444545,0.0132616,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2354,19,47752728,48573065,TRUE,280,1916,0.0002416,0.000206788,0.0482847,0.000861471,TRUE,-0.787322,-0.787322,FALSE,-1,-0.08689,0.0260453,2,NA
2355,19,48573066,49415189,TRUE,315,2147,0.000466377,0.000233721,0.00183511,0.000415391,TRUE,-0.034762,-0.034762,FALSE,-0.75738,0.50079,0.894322,2,NA
2356,19,49415190,50451925,TRUE,375,1976,0.000295093,0.00019354,0.0389164,0.0041141,TRUE,-0.366587,-0.366587,FALSE,-1,0.40327,0.314964,2,NA
2357,19,50451926,51259178,TRUE,334,1603,0.000572429,0.000125067,0.000248851,0.030836,TRUE,-0.582557,-0.582557,FALSE,-1,0.0385,0.0648749,2,NA
2358,19,51259179,51903804,TRUE,359,1618,0.000462479,6.46166e-05,0.00296694,0.166834,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2359,19,51903805,52678748,TRUE,353,2452,NA,6.15346e-05,NA,0.174823,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2360,19,52678749,53431217,TRUE,359,2440,0.000258545,0.000146156,0.055511,0.0178986,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2361,19,53431218,54042240,TRUE,371,2052,0.000555301,2.65865e-05,0.000636955,0.342095,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2362,19,54042241,54602370,TRUE,311,1346,6.4806e-05,NA,0.323035,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2363,19,54602371,55182973,TRUE,321,1608,0.000466356,2.6994e-05,0.00365071,0.327642,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2364,19,55182974,55714085,TRUE,209,1295,0.000221505,0.000109421,0.0523047,0.0216574,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2365,19,55714086,56411086,TRUE,457,1740,0.000584526,0.000155303,0.00116602,0.0245628,TRUE,-0.127441,-0.127441,FALSE,-1,0.56052,0.691921,2,NA
2366,19,56411087,57143509,TRUE,380,2068,0.000134746,3.96834e-05,0.200179,0.278562,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2367,19,57143510,57959952,TRUE,375,2026,8.31855e-05,0.000224284,0.296655,0.00124397,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2368,19,57959953,59118811,TRUE,298,2342,9.17986e-05,0.00012514,0.255778,0.0248193,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2369,20,60795,884241,TRUE,513,2198,NA,9.38686e-05,NA,0.122068,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2370,20,884242,1771285,TRUE,413,2242,0.000165949,6.73296e-06,0.162924,0.453673,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2371,20,1771286,2668108,TRUE,401,2351,0.000350021,6.17159e-05,0.0219439,0.190866,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2372,20,2668109,3736551,TRUE,332,2300,0.000428691,2.61099e-05,0.00372399,0.334489,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2373,20,3736552,4591847,TRUE,361,2339,0.000187312,0.000178229,0.119041,0.0059264,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2374,20,4591848,5379450,TRUE,323,2151,NA,0.000122631,NA,0.0315777,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2375,20,5379451,6128358,TRUE,310,2048,0.000104414,6.01668e-05,0.232997,0.166037,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2376,20,6128359,7231796,TRUE,380,2387,NA,0.000130381,NA,0.0338435,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2377,20,7231797,7959828,TRUE,167,1831,1.48853e-05,2.3018e-05,0.431438,0.29623,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2378,20,7959829,9279550,TRUE,428,2973,6.30299e-05,0.000191982,0.349971,0.00592608,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2379,20,9279551,10279603,TRUE,390,2268,0.000274778,3.2636e-05,0.0511883,0.312864,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2380,20,10279604,11257012,TRUE,372,2405,8.19339e-05,0.00011302,0.297559,0.0518137,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2381,20,11257013,12353961,TRUE,302,2577,NA,0.000282289,NA,1.44726e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2382,20,12353962,13202335,TRUE,273,2415,5.76752e-05,0.000116381,0.327815,0.0265233,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2383,20,13202336,14203755,TRUE,236,2124,0.000266963,4.80755e-05,0.0225557,0.186192,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2384,20,14203756,15238519,TRUE,264,2396,0.000577066,0.000198736,5.95413e-05,0.000764337,TRUE,0.287407,0.287407,FALSE,-0.20377,0.82659,0.229547,2,NA
2385,20,15238520,15962576,TRUE,336,1914,0.000369391,0.000288614,0.0107604,2.99136e-05,TRUE,-0.0559039,-0.0559039,FALSE,-0.80638,0.50302,0.835208,2,NA
2386,20,15962577,16661516,TRUE,277,2224,0.000263171,0.000197557,0.0333167,0.000935722,TRUE,0.681125,0.681125,FALSE,0.02722,1,0.0440568,2,NA
2387,20,16661517,17359290,TRUE,282,1965,0.000299395,0.000121735,0.0196664,0.0248521,TRUE,0.316485,0.316485,FALSE,-0.72002,1,0.420363,2,NA
2388,20,17359291,18058524,TRUE,295,1964,0.000153122,0.00017336,0.142192,0.00398776,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2389,20,18058525,18959419,TRUE,218,2431,0.000143022,0.000276807,0.12413,2.14503e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2390,20,18959420,19957928,TRUE,384,2430,0.000399797,5.77689e-05,0.00965795,0.207252,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2391,20,19957929,21682377,TRUE,438,3013,NA,0.000290275,NA,0.000130538,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2392,20,21682378,22780956,TRUE,253,2058,0.000343272,0.000142869,0.0078554,0.00807482,TRUE,-0.309522,-0.309522,FALSE,-1,0.38371,0.355875,2,NA
2393,20,22780957,23808562,TRUE,314,2621,2.76721e-05,0.000183088,0.415445,0.00293541,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2394,20,23808563,24487128,TRUE,187,1887,4.57772e-05,0.000114088,0.335175,0.0142497,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2395,20,24487129,25181038,TRUE,159,1955,NA,1.557e-05,NA,0.354413,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2396,20,25181039,26318858,TRUE,88,1532,0.000133842,NA,0.0569754,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2397,20,26318859,30569659,TRUE,107,1387,NA,9.82967e-05,NA,0.006943,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2398,20,30569660,32484506,TRUE,418,2867,0.000189822,0.000372032,0.133601,1.95539e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2399,20,32484507,33890060,TRUE,131,1811,7.13109e-05,0.000218295,0.222035,2.63583e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2400,20,33890061,35990261,TRUE,326,2805,5.46143e-05,0.000388968,0.34958,5.66995e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2401,20,35990262,37253657,TRUE,370,2307,0.000275249,0.000157416,0.0473325,0.0135368,TRUE,-0.595472,-0.595472,FALSE,-1,0.21212,0.142547,2,NA
2402,20,37253658,38427594,TRUE,276,2488,0.000318299,0.000392873,0.0146098,5.43807e-09,TRUE,0.0723711,0.0723711,FALSE,-0.52925,0.62432,0.763789,2,NA
2403,20,38427595,40272390,TRUE,471,3412,NA,0.000316931,NA,6.70426e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2404,20,40272391,41351514,TRUE,430,2686,0.000469306,0.00030191,0.00494632,8.20392e-05,TRUE,-0.547663,-0.547663,FALSE,-1,-0.05245,0.0348298,2,NA
2405,20,41351515,42185671,TRUE,353,1783,0.000943288,0.000502306,5.70996e-08,5.88799e-11,TRUE,-0.357671,-0.357671,FALSE,-0.71781,-0.06686,0.017313,2,NA
2406,20,42185672,43008890,TRUE,320,1792,NA,7.644e-05,NA,0.11552,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2407,20,43008891,44072210,TRUE,305,1858,NA,0.000257782,NA,6.72571e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2408,20,44072211,45673603,TRUE,497,3551,0.000616085,0.000499578,0.000943271,1.29926e-08,TRUE,0.175052,0.175052,FALSE,-0.24949,0.59116,0.376752,2,NA
2409,20,45673604,46486132,TRUE,287,1834,0.000356561,7.84988e-05,0.00819947,0.098656,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2410,20,46486133,47203836,TRUE,290,1732,0.000114121,0.000271966,0.208028,2.50595e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2411,20,47203837,48212975,TRUE,238,2404,0.000348666,0.000396156,0.00548772,7.67893e-10,TRUE,0.000880009,0.000880009,FALSE,NA,NA,0.99684,2,NA
2412,20,48212976,49236418,TRUE,343,2401,0.000748092,0.000237133,6.16878e-06,0.000562187,TRUE,0.0900399,0.0900399,FALSE,-0.39086,0.54186,0.682324,2,NA
2413,20,49236419,50653620,TRUE,543,3556,0.000143855,0.000423213,0.2255,1.32262e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2414,20,50653621,51533750,TRUE,198,1936,0.000364993,0.000160408,0.00198797,0.00149245,TRUE,0.0457944,0.0457944,FALSE,-0.71578,0.66145,0.872706,2,NA
2415,20,51533751,52411532,TRUE,410,1824,0.000648038,0.000204397,0.000195989,0.0033376,TRUE,0.571748,0.571748,FALSE,0.0846,1,0.0281988,2,NA
2416,20,52411533,53120334,TRUE,299,1993,0.000399684,9.99636e-05,0.00442572,0.054771,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2417,20,53120335,53879803,TRUE,199,1848,0.000300966,NA,0.00966074,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2418,20,53879804,54743694,TRUE,243,1887,0.000189271,5.99756e-05,0.077341,0.141069,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2419,20,54743695,55448075,TRUE,361,1841,0.000262349,5.41705e-05,0.0531534,0.210227,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2420,20,55448076,56172843,TRUE,396,2196,0.000158878,NA,0.167782,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2421,20,56172844,56951773,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2422,20,56951774,57924037,TRUE,408,1976,0.00104244,0.000256041,2.01002e-08,0.000432804,TRUE,0.211361,0.211361,FALSE,-0.203,0.62794,0.281067,2,NA
2423,20,57924038,58780894,TRUE,405,1887,0.000315794,0.000166518,0.0361121,0.0129691,TRUE,0.239388,0.239388,FALSE,-0.77863,1,0.538545,2,NA
2424,20,58780895,59560457,TRUE,312,1970,0.000312337,0.000433382,0.0205537,9.38825e-10,TRUE,-0.00671274,-0.00671274,FALSE,-0.67898,0.51109,0.977821,2,NA
2425,20,59560458,60125333,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2426,20,60125334,60766557,TRUE,349,1830,0.000478788,0.000127225,0.00199843,0.0327857,TRUE,0.0918138,0.0918138,FALSE,-0.88419,0.93944,0.789807,2,NA
2427,20,60766558,61470768,TRUE,353,1872,0.000436446,0.000205148,0.00427193,0.00210186,TRUE,0.186924,0.186924,FALSE,-0.53367,0.89734,0.522372,2,NA
2428,20,61470769,62179241,TRUE,419,2299,0.000448036,0.000222751,0.00620829,0.00203891,TRUE,0.414973,0.414973,FALSE,-0.20281,1,0.161388,2,NA
2429,20,62179242,62963627,TRUE,281,1777,0.000457587,0.000280531,0.00114583,1.31009e-05,TRUE,-0.05746,-0.05746,FALSE,-0.64144,0.43201,0.805508,2,NA
2430,21,9411245,15026792,TRUE,28,439,5.4037e-05,6.04129e-05,0.124621,0.00716707,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2431,21,15026793,15840033,TRUE,172,1936,4.97916e-05,3.54604e-05,0.313761,0.215882,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2432,21,15840034,16873443,TRUE,398,2201,0.000111072,4.5131e-05,0.249812,0.257271,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2433,21,16873444,18222037,TRUE,362,2111,NA,0.00018749,NA,0.00437012,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2434,21,18222038,19479024,TRUE,392,2803,0.000625788,0.000120575,0.000230279,0.0481876,TRUE,0.0420474,0.0420474,FALSE,-0.94692,0.86247,0.89867,2,NA
2435,21,19479025,20407307,TRUE,339,2478,NA,0.000234562,NA,0.00046576,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2436,21,20407308,21632916,TRUE,346,3178,0.000310832,5.81328e-05,0.0263467,0.185421,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2437,21,21632917,22201890,TRUE,245,1869,0.000381604,0.00011076,0.00303843,0.0269713,TRUE,0.029252,0.029252,FALSE,-1,0.88942,0.933438,2,NA
2438,21,22201891,23266941,TRUE,303,2907,0.000113993,8.79067e-05,0.212127,0.0808167,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2439,21,23266942,24055941,TRUE,263,1809,1.34761e-05,0.00022131,0.449088,0.000258791,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2440,21,24055942,25247986,TRUE,351,3224,0.000140779,0.000261826,0.181049,0.000127295,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2441,21,25247987,26467826,TRUE,309,3347,NA,0.000152768,NA,0.00916512,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2442,21,26467827,27774350,TRUE,343,2860,NA,0.000324146,NA,5.49799e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
2443,21,27774351,28616539,TRUE,315,2537,0.00018243,0.000178395,0.110149,0.00384918,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2444,21,28616540,29449870,TRUE,248,2078,0.000457574,0.00018749,0.000683615,0.000956046,TRUE,-0.331189,-0.331189,FALSE,-1,0.18045,0.207905,2,NA
2445,21,29449871,30847296,TRUE,194,3109,8.81075e-05,0.00011282,0.21893,0.0144939,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2446,21,30847297,32202239,TRUE,274,3264,NA,0.000123105,NA,0.023798,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
