"locus","chr","start","stop","processed","K","n_snps","h2_SCZ","h2_BIP","p_SCZ","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
2079,15,78514102,79292536,TRUE,226,1770,0.000669576,0.000179081,0.00011632,0.000974479,TRUE,0.679122,0.679122,FALSE,0.22789,1,0.00745664,2,NA
2080,15,79292537,79998206,TRUE,264,1788,0.000125278,9.14609e-06,0.235864,0.425502,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2081,15,79998207,81077025,TRUE,415,2686,0.000909547,0.000226569,8.354e-05,0.00153561,TRUE,0.117925,0.117925,FALSE,-0.49161,0.58146,0.630158,2,NA
2082,15,81077026,82191077,TRUE,334,1854,NA,0.000144602,NA,0.0160968,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2083,15,82191078,84209760,TRUE,335,2538,0.000819591,0.000363247,8.98925e-05,5.38124e-07,TRUE,0.582445,0.582445,FALSE,0.22737,0.97684,0.00368863,2,NA
2084,15,84209761,85494083,TRUE,256,2230,0.000531592,0.000246472,0.00232278,4.10702e-05,TRUE,0.566992,0.566992,FALSE,0.09006,1,0.0247425,2,NA
2085,15,85494084,86341598,TRUE,176,2186,0.000379084,0.000129108,0.00843731,0.00581022,TRUE,0.129867,0.129867,FALSE,-0.92572,0.86037,0.701837,2,NA
2086,15,86341599,87158587,TRUE,313,2631,0.000553951,0.000168967,0.00384933,0.00644919,TRUE,0.452572,0.452572,FALSE,-0.2769,1,0.152497,2,NA
2087,15,87158588,88035757,TRUE,337,2396,0.000426273,0.000138003,0.0208003,0.0204923,TRUE,0.0506162,0.0506162,FALSE,-1,0.90958,0.896638,2,NA
2088,15,88035758,89385187,TRUE,534,2550,0.000262742,0.000273763,0.149951,0.000826346,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2089,15,89385188,90632718,TRUE,440,2513,0.00108818,0.000325672,6.87469e-06,2.78623e-05,TRUE,0.177873,0.177873,FALSE,-0.25742,0.55548,0.373346,2,NA
2090,15,90632719,91593623,TRUE,278,2234,0.000825596,0.000307843,2.07547e-05,1.65308e-06,TRUE,0.612146,0.612146,FALSE,0.27159,0.99865,0.0021442,2,NA
2091,15,91593624,92675405,TRUE,494,2554,0.000810934,0.000189052,0.000794458,0.00992232,TRUE,0.682216,0.682216,FALSE,0.14277,1,0.0208284,2,NA
2092,15,92675406,93707010,TRUE,542,2915,0.000652246,0.000184711,0.00686934,0.015109,TRUE,0.426001,0.426001,FALSE,-0.38664,1,0.210125,2,NA
2093,15,93707011,94565521,TRUE,490,2735,3.36844e-05,NA,0.436301,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2094,15,94565522,95662425,TRUE,547,2713,0.000131994,7.25214e-05,0.297429,0.188051,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2095,15,95662426,96864278,TRUE,494,2554,0.000639972,0.000349842,0.00595336,2.31714e-05,TRUE,0.169245,0.169245,FALSE,-0.4461,0.67832,0.504968,2,NA
2096,15,96864279,98025684,TRUE,450,2327,0.000621786,0.000211011,0.00530762,0.00399009,TRUE,0.326331,0.326331,FALSE,-0.41172,1,0.289502,2,NA
2097,15,98025685,98828261,TRUE,376,2445,0.000420975,0.000110129,0.0271254,0.0574378,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2098,15,98828262,99925972,TRUE,513,2800,0.000281518,0.000149953,0.12848,0.0337926,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2099,15,99925973,100742117,TRUE,358,2440,0.000386071,0.000145902,0.0362044,0.0189072,TRUE,-0.381739,-0.381739,FALSE,-1,0.41068,0.351949,2,NA
2100,15,100742118,101550750,TRUE,376,2451,0.000803031,0.00013609,0.000223272,0.0268732,TRUE,0.494105,0.494105,FALSE,-0.13964,1,0.112477,2,NA
2101,15,101550751,102520975,TRUE,446,2212,0.000393829,0.000224057,0.048884,0.00263842,TRUE,0.0541234,0.0541234,FALSE,-1,0.86282,0.883384,2,NA
2102,16,60169,1049079,TRUE,399,2469,NA,6.90703e-05,NA,0.17383,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2103,16,1049080,1996492,TRUE,419,2819,0.000516967,0.00042543,0.0132305,1.13114e-07,TRUE,0.239255,0.239255,FALSE,-0.3087,0.79289,0.329321,2,NA
2104,16,1996493,3379996,TRUE,457,2017,0.000426305,0.000253698,0.0378685,0.000917028,TRUE,-0.437394,-0.437394,FALSE,-1,0.20773,0.196262,2,NA
2105,16,3379997,4816145,TRUE,559,3042,0.000850637,0.000410888,0.000992938,4.65008e-06,TRUE,-0.0357827,-0.0357827,FALSE,-0.62086,0.37872,0.871088,2,NA
2106,16,4816146,5782968,TRUE,620,3212,0.000722639,0.0004913,0.00535204,1.86921e-07,TRUE,0.261817,0.261817,FALSE,-0.23745,0.74111,0.246514,2,NA
2107,16,5782969,6446081,TRUE,493,2137,0.000535454,0.000314217,0.0165211,9.74931e-05,TRUE,0.0991692,0.0991692,FALSE,-0.70042,0.67633,0.72819,2,NA
2108,16,6446082,7051429,TRUE,444,2658,0.000690411,0.000122307,0.00227749,0.05435,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2109,16,7051430,7704354,TRUE,453,2853,0.000669813,0.000233442,0.00313223,0.0018801,TRUE,0.589075,0.589075,FALSE,0.03671,1,0.0395399,2,NA
2110,16,7704355,8341012,TRUE,381,2708,0.000526162,0.000153383,0.00916765,0.0160634,TRUE,0.228575,0.228575,FALSE,-0.81491,1,0.519047,2,NA
2111,16,8341013,9104469,TRUE,445,2716,0.000382359,0.000273994,0.0524828,0.00033796,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2112,16,9104470,9754796,TRUE,368,2014,0.000295354,0.000376915,0.0840213,4.37626e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2113,16,9754797,10351808,TRUE,219,1947,0.000731434,0.000321442,3.25437e-05,7.73391e-08,TRUE,0.600647,0.600647,FALSE,0.26285,0.97227,0.00205695,2,NA
2114,16,10351809,11022542,TRUE,326,1820,1.75255e-05,0.000180489,0.45425,0.00495824,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2115,16,11022543,11916631,TRUE,384,2629,0.000392007,0.000148272,0.0371942,0.0202113,TRUE,0.0977364,0.0977364,FALSE,-1,1,0.812566,2,NA
2116,16,11916632,12793149,TRUE,420,2909,0.00100657,0.000343566,2.25474e-05,1.25483e-05,TRUE,-0.113509,-0.113509,FALSE,-0.64856,0.27467,0.573503,2,NA
2117,16,12793150,13893407,TRUE,422,3448,0.00125538,0.000686061,2.73272e-07,3.05296e-15,TRUE,0.170917,0.170917,FALSE,-0.12351,0.43546,0.228043,2,NA
2118,16,13893408,15921108,TRUE,417,2539,0.000914353,0.000353371,8.33849e-05,5.07774e-06,TRUE,0.0580767,0.0580767,FALSE,-0.43518,0.43796,0.777366,2,NA
2119,16,15921109,17343277,TRUE,336,2431,NA,0.000274657,NA,6.32465e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2120,16,17343278,19104257,TRUE,330,2664,0.000123689,0.000201866,0.261173,0.00179524,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2121,16,19104258,20351261,TRUE,402,2949,0.000799786,0.000114465,0.000347116,0.0594533,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2122,16,20351262,22667048,TRUE,377,2484,0.00074094,0.000211426,0.000576359,0.00202695,TRUE,0.0466474,0.0466474,FALSE,-0.72356,0.55575,0.861097,2,NA
2123,16,22667049,24014705,TRUE,400,2962,0.000380128,0.00032915,0.0452921,1.55736e-05,TRUE,0.386258,0.386258,FALSE,-0.25641,1,0.208886,2,NA
2124,16,24014706,25235251,TRUE,474,2620,0.00059118,0.000229152,0.00873937,0.00241865,TRUE,0.107244,0.107244,FALSE,-0.77297,0.73291,0.727266,2,NA
2125,16,25235252,26154122,TRUE,379,2684,0.000547292,0.000326282,0.00712565,8.61407e-06,TRUE,0.199314,0.199314,FALSE,-0.41243,0.7116,0.434023,2,NA
2126,16,26154123,27443061,TRUE,620,3578,0.00106231,0.000282787,0.000125808,0.0011874,TRUE,0.127829,0.127829,FALSE,-0.49955,0.60377,0.595344,2,NA
2127,16,27443062,29043177,TRUE,328,1856,0.000711355,0.00014892,0.000441847,0.0130647,TRUE,0.187543,0.187543,FALSE,-0.64686,0.82647,0.532601,2,NA
2128,16,29043178,31384210,TRUE,294,2007,0.00055903,0.000311826,0.00260127,2.86603e-06,TRUE,0.426673,0.426673,FALSE,-0.04794,0.9385,0.0722295,2,NA
2129,16,31384211,32847928,TRUE,91,948,0.000226248,0.000168712,0.0228558,2.11176e-05,TRUE,0.203926,0.203926,FALSE,-0.59452,0.89653,0.516253,2,NA
2130,16,32847929,35259453,TRUE,56,352,NA,0.000103942,NA,0.000725846,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2131,16,35259454,49010761,TRUE,322,2598,NA,0.000209924,NA,0.0011021,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2132,16,49010762,50467033,TRUE,549,3071,0.000268387,0.000503628,0.148345,2.3929e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2133,16,50467034,52041336,TRUE,529,3076,0.00105161,0.000387959,5.19012e-05,5.65967e-06,TRUE,-0.0139979,-0.0139979,FALSE,-0.50188,0.35306,0.944208,2,NA
2134,16,52041337,53393882,TRUE,387,2840,0.000402379,0.000178887,0.0344625,0.00712423,TRUE,0.300253,0.300253,FALSE,-0.73261,1,0.425114,2,NA
2135,16,53393883,54866095,TRUE,553,3376,0.00032636,0.000471644,0.104317,1.64287e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2136,16,54866096,55907389,TRUE,394,2801,0.00059277,0.00016349,0.0049506,0.0136875,TRUE,0.366318,0.366318,FALSE,-0.47268,1,0.275055,2,NA
2137,16,55907390,57119889,TRUE,445,3054,0.00108796,0.000136856,8.24462e-06,0.0381828,TRUE,0.420489,0.420489,FALSE,-0.20623,1,0.153299,2,NA
2138,16,57119890,58508978,TRUE,524,3534,0.00021121,0.000568969,0.199316,3.52908e-10,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2139,16,58508979,59885499,TRUE,325,3391,0.00060515,0.000267299,0.00207129,7.96749e-05,TRUE,0.461916,0.461916,FALSE,-0.05148,0.99816,0.0678857,2,NA
2140,16,59885500,61092844,TRUE,320,2759,0.000491687,0.000194731,0.00843743,0.00196133,TRUE,0.0263157,0.0263157,FALSE,-0.96863,0.64683,0.932248,2,NA
2141,16,61092845,62607090,TRUE,341,2558,0.000753401,0.00024816,0.000287806,0.000227744,TRUE,0.627796,0.627796,FALSE,0.20545,1,0.00897922,2,NA
2142,16,62607091,64207176,TRUE,388,3168,0.000817982,0.000117226,0.000212473,0.0506877,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2143,16,64207177,65072403,TRUE,199,2182,0.000675142,0.000364816,5.12984e-05,7.23361e-10,TRUE,0.276133,0.276133,FALSE,-0.11318,0.62426,0.138102,2,NA
2144,16,65072404,65882820,TRUE,281,1843,0.00100377,0.000247963,7.62882e-07,7.50286e-05,TRUE,0.269326,0.269326,FALSE,-0.14645,0.64726,0.182069,2,NA
2145,16,65882821,66738843,TRUE,326,1948,0.000713324,0.000375314,0.000422318,1.44086e-07,TRUE,0.220834,0.220834,FALSE,-0.22821,0.60533,0.28347,2,NA
2146,16,66738844,68435728,TRUE,195,1956,0.000333805,0.000288443,0.0196989,4.16919e-07,TRUE,0.248371,0.248371,FALSE,-0.40653,0.86428,0.35962,2,NA
2147,16,68435729,69549149,TRUE,232,2013,0.000247846,0.000315986,0.0734345,2.07647e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2148,16,69549150,71062712,TRUE,197,1712,0.00069285,7.89716e-05,3.34753e-05,0.0635012,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2149,16,71062713,72089511,TRUE,164,1715,0.000545724,0.000248554,0.000245961,1.39584e-06,TRUE,0.305589,0.305589,FALSE,-0.17283,0.73765,0.16575,2,NA
2150,16,72089512,73140781,TRUE,309,1713,0.00083223,0.000208246,4.81382e-05,0.00128363,TRUE,0.133684,0.133684,FALSE,-0.45899,0.61883,0.583149,2,NA
2151,16,73140782,74135275,TRUE,518,2201,0.000642355,3.4366e-05,0.00671518,0.330019,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2152,16,74135276,74889127,TRUE,232,1629,0.000492091,0.000106497,0.00302602,0.0294997,TRUE,0.0815255,0.0815255,FALSE,-1,0.84674,0.820281,2,NA
2153,16,74889128,75525959,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2154,16,75525960,76635467,TRUE,344,2901,0.00025911,0.000119514,0.103832,0.0392345,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2155,16,76635468,77270665,TRUE,212,1912,0.000298841,5.74981e-05,0.0355427,0.131213,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2156,16,77270666,77739132,TRUE,218,1799,0.000664186,0.0001261,0.000103152,0.0107354,TRUE,0.0755772,0.0755772,FALSE,-0.76447,0.6556,0.793552,2,NA
2157,16,77739133,78280636,TRUE,336,2244,0.000397973,0.000128342,0.0273409,0.0280761,TRUE,0.430264,0.430264,FALSE,-0.68051,1,0.298818,2,NA
2158,16,78280637,78973580,TRUE,541,3085,0.000957079,0.000401956,0.000219191,6.51997e-06,TRUE,-0.033487,-0.033487,FALSE,-0.60012,0.35915,0.872909,2,NA
2159,16,78973581,79662634,TRUE,605,2388,0.000698642,NA,0.006266,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2160,16,79662635,80559685,TRUE,450,2909,6.54511e-05,0.000369572,0.381117,3.69199e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2161,16,80559686,81437861,TRUE,446,2799,NA,0.000241035,NA,0.001272,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2162,16,81437862,82310204,TRUE,584,2833,0.000306886,0.000379518,0.124265,2.26849e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2163,16,82310205,83077869,TRUE,531,3026,0.000998481,0.000333338,0.000113188,7.68709e-05,TRUE,0.658912,0.658912,FALSE,0.28397,1,0.00272216,2,NA
2164,16,83077870,83778371,TRUE,514,2881,0.000713255,0.00011891,0.00310418,0.072781,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2165,16,83778372,84440154,TRUE,635,2805,0.000257222,0.000270423,0.174256,0.0018979,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2166,16,84440155,85146805,TRUE,577,2755,NA,0.000229443,NA,0.00483365,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2167,16,85146806,86058597,TRUE,684,2338,NA,0.00024,NA,0.00673252,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2168,16,86058598,86748867,TRUE,645,2614,0.000370601,0.000278019,0.093468,0.00177663,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2169,16,86748868,87669168,TRUE,607,2833,0.000924151,0.00041521,0.000618002,7.54892e-06,TRUE,0.0681703,0.0681703,FALSE,-0.454,0.48217,0.753617,2,NA
2170,16,87669169,88387228,TRUE,419,2427,0.000393805,1.47062e-05,0.0427433,0.411163,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2171,16,88387229,89106304,TRUE,445,2127,NA,0.000287414,NA,0.000234874,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2172,16,89106305,90292787,TRUE,386,2837,0.00146272,0.000377554,1.36676e-09,9.9912e-07,TRUE,0.642273,0.642273,FALSE,0.3618,0.95055,9.77201e-05,2,NA
2173,17,52,815653,TRUE,411,2114,0.000294925,NA,0.0944258,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2174,17,815654,1480056,TRUE,438,1909,0.000483371,0.000285227,0.0204242,0.000187675,TRUE,0.612979,0.612979,FALSE,0.05682,1,0.0406942,2,NA
2175,17,1480057,2699135,TRUE,495,2592,0.00103249,2.51985e-05,4.51441e-05,0.368238,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2176,17,2699136,3430440,TRUE,293,1818,0.000264842,2.86042e-05,0.0821389,0.314017,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2177,17,3430441,4463971,TRUE,489,2530,0.000477651,0.000228956,0.0274879,0.00307028,TRUE,-0.00401248,-0.00401248,FALSE,NA,NA,0.990711,2,NA
2178,17,4463972,5573784,TRUE,377,2877,0.000841865,0.000211397,0.000128835,0.00206467,TRUE,0.69344,0.69344,FALSE,0.25412,1,0.00639438,2,NA
2179,17,5573785,6305078,TRUE,390,2141,0.000323144,0.000114002,0.0710022,0.055523,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2180,17,6305079,7264458,TRUE,418,2154,0.000497655,7.33704e-05,0.0161917,0.156487,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2181,17,7264459,8554763,TRUE,405,2593,0.000866206,0.000126626,0.000134016,0.0422,TRUE,-0.32022,-0.32022,FALSE,-1,0.28736,0.320647,2,NA
2182,17,8554764,9619356,TRUE,481,2336,0.000275256,0.000158772,0.126799,0.0247037,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2183,17,9619357,10572617,TRUE,449,2569,0.000655368,3.73853e-05,0.00349287,0.303097,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2184,17,10572618,11778164,TRUE,457,2652,3.73081e-05,0.000100043,0.428458,0.0958499,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2185,17,11778165,12676353,TRUE,299,1757,8.39505e-05,0.000122429,0.32012,0.0266619,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2186,17,12676354,13648446,TRUE,483,3039,0.000447261,0.000237086,0.0346118,0.00180757,TRUE,-0.258875,-0.258875,FALSE,-1,0.38861,0.45249,2,NA
2187,17,13648447,14508610,TRUE,368,2321,0.000302218,0.000106692,0.0781866,0.0624402,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2188,17,14508611,15308722,TRUE,378,2542,0.00014742,0.000228306,0.240076,0.000926899,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2189,17,15308723,16405207,TRUE,203,1665,NA,0.000104178,NA,0.025478,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2190,17,16405208,17326540,TRUE,217,1726,0.000247825,5.93227e-05,0.0664447,0.130079,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2191,17,17326541,18900978,TRUE,226,2078,0.00055379,6.99833e-05,0.000927095,0.09673,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2192,17,18900979,20402494,TRUE,197,1525,0.000495065,9.61826e-05,0.00162751,0.0343061,TRUE,0.447488,0.447488,FALSE,-0.34628,1,0.20962,2,NA
2193,17,20402495,21432873,TRUE,236,1300,0.0002511,0.000179861,0.0729692,0.00120369,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2194,17,21432874,25872110,TRUE,169,2351,4.24581e-05,0.000176727,0.371354,0.000459901,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2195,17,25872111,27344401,TRUE,317,1850,0.000223035,0.000286911,0.128427,2.09815e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2196,17,27344402,29783141,TRUE,284,2977,0.000655954,0.000213129,0.000498161,0.000478969,TRUE,0.381228,0.381228,FALSE,-0.17369,0.9076,0.132879,2,NA
2197,17,29783142,31318753,TRUE,440,2942,0.000646548,0.0001604,0.00366492,0.0193237,TRUE,-0.170534,-0.170534,FALSE,-1,0.4904,0.613519,2,NA
2198,17,31318754,32356061,TRUE,489,2771,0.000559481,0.000314556,0.0129652,9.46244e-05,TRUE,0.217788,0.217788,FALSE,-0.4761,0.80068,0.436112,2,NA
2199,17,32356062,33614189,TRUE,422,2757,0.000145475,8.70696e-05,0.254341,0.117148,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2200,17,33614190,34474611,TRUE,252,2014,NA,6.89155e-05,NA,0.112155,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2201,17,34474612,36116884,TRUE,415,2154,0.000462954,0.000256318,0.0222726,0.000449327,TRUE,0.329343,0.329343,FALSE,-0.40676,1,0.289868,2,NA
2202,17,36116885,37361178,TRUE,386,2008,0.000653563,3.18984e-05,0.00208077,0.31744,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2203,17,37361179,38880481,TRUE,292,2442,0.000702462,0.000314771,0.000312045,3.38298e-06,TRUE,0.376193,0.376193,FALSE,-0.06804,0.81065,0.0842407,2,NA
2204,17,38880482,40233545,TRUE,310,3303,0.000320174,9.9649e-05,0.0525578,0.0603274,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2205,17,40233546,42348003,TRUE,385,2994,0.000324234,0.000426232,0.0692479,3.58476e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2206,17,42348004,43460500,TRUE,253,1951,0.00050231,0.000180141,0.00354202,0.00172679,TRUE,0.401555,0.401555,FALSE,-0.25923,1,0.173309,2,NA
2207,17,43460501,44865832,TRUE,90,2449,0.000573176,5.69657e-05,2.64423e-06,0.0505294,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2208,17,44865833,45883901,TRUE,166,1953,0.000655928,0.000199635,2.41666e-05,6.89247e-05,TRUE,0.289735,0.289735,FALSE,-0.19138,0.70485,0.19779,2,NA
2209,17,45883902,47516224,TRUE,341,3433,0.000869882,0.000417077,4.20223e-05,1.43937e-08,TRUE,0.495207,0.495207,FALSE,0.15785,0.85116,0.00744243,2,NA
2210,17,47516225,48722590,TRUE,570,2252,0.000276949,0.000204346,0.146029,0.0114024,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2211,17,48722591,49909298,TRUE,354,2283,0.000971659,0.000398928,9.23977e-06,7.16785e-08,TRUE,0.334698,0.334698,FALSE,-0.01785,0.67274,0.0643679,2,NA
2212,17,49909299,51110385,TRUE,197,2882,0.000321976,0.000194975,0.0229871,0.000299858,TRUE,0.296625,0.296625,FALSE,-0.48826,1,0.354323,2,NA
2213,17,51110386,52102649,TRUE,203,2057,0.000481576,9.17438e-05,0.00221809,0.0388206,TRUE,0.298206,0.298206,FALSE,-0.67969,1,0.418354,2,NA
2214,17,52102650,53468006,TRUE,391,2994,0.000471344,0.000369048,0.0179788,1.18909e-06,TRUE,0.0421242,0.0421242,FALSE,-0.69747,0.57427,0.873058,2,NA
2215,17,53468007,54950107,TRUE,358,2875,0.000848377,0.000137703,8.27771e-05,0.0232309,TRUE,0.457194,0.457194,FALSE,-0.16169,1,0.124979,2,NA
2216,17,54950108,56245227,TRUE,628,2704,0.000287095,5.7872e-05,0.148053,0.25529,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2217,17,56245228,58652809,TRUE,307,2919,0.000623903,0.000336131,0.00134833,1.52553e-06,TRUE,-0.00524614,-0.00524614,FALSE,-0.5996,0.4212,0.981483,2,NA
2218,17,58652810,60453120,TRUE,383,2257,NA,5.27393e-05,NA,0.219353,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2219,17,60453121,62112373,TRUE,271,2125,0.000177392,0.000196621,0.162714,0.000970847,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2220,17,62112374,63548724,TRUE,314,2343,0.000348181,9.2008e-05,0.0406888,0.0780175,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2221,17,63548725,64438387,TRUE,185,2571,0.000197071,0.000126951,0.0954988,0.00647766,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2222,17,64438388,65582327,TRUE,478,2629,0.000695409,0.000245961,0.00290388,0.00173745,TRUE,0.255837,0.255837,FALSE,-0.4227,0.86067,0.365162,2,NA
2223,17,65582328,66757556,TRUE,382,2504,0.00109091,0.000176828,1.95969e-06,0.00756191,TRUE,0.101417,0.101417,FALSE,-0.52816,0.60607,0.681703,2,NA
2224,17,66757557,68176219,TRUE,326,2551,2.87968e-05,NA,0.431701,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2225,17,68176220,69245590,TRUE,324,2705,0.000453806,0.0001273,0.0142715,0.0258994,TRUE,-0.4396,-0.4396,FALSE,-1,0.283,0.255633,2,NA
2226,17,69245591,70495119,TRUE,502,2616,0.000240031,0.000266476,0.164988,0.000936036,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2227,17,70495120,71466953,TRUE,550,2342,0.000651751,NA,0.00714117,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2228,17,71466954,72383472,TRUE,546,2451,0.000378613,0.000329411,0.0725639,0.000122068,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2229,17,72383473,73741321,TRUE,446,2939,0.000748228,0.000317039,0.00116471,5.35078e-05,TRUE,0.0315512,0.0315512,FALSE,-0.58954,0.46952,0.894924,2,NA
2230,17,73741322,74908266,TRUE,379,2574,0.00125211,0.000410769,9.16409e-08,8.0442e-08,TRUE,0.0951197,0.0951197,FALSE,-0.26229,0.39919,0.566112,2,NA
2231,17,74908267,75619256,TRUE,420,2130,0.000353489,7.65185e-05,0.0611665,0.150495,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2232,17,75619257,76596287,TRUE,588,2840,0.000659492,0.000317473,0.00836018,0.000280502,TRUE,-0.0259737,-0.0259737,FALSE,-0.89881,0.50322,0.925326,2,NA
2233,17,76596288,77412786,TRUE,512,2328,0.000729526,0.000148263,0.00253749,0.0368738,TRUE,-0.551388,-0.551388,FALSE,-1,0.12865,0.117947,2,NA
2234,17,77412787,78438332,TRUE,474,2421,1.56974e-05,0.000299256,0.465127,0.000178413,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2235,17,78438333,79333774,TRUE,352,2752,0.000692545,0.00025514,0.000794704,0.000212788,TRUE,0.644672,0.644672,FALSE,0.20593,1,0.0093536,2,NA
2236,17,79333775,80459149,TRUE,314,2644,0.000346233,0.000205762,0.0421058,0.00121152,TRUE,0.255859,0.255859,FALSE,-0.72127,1,0.468044,2,NA
2237,17,80459150,81192460,TRUE,223,1881,0.000477476,0.000142001,0.0033225,0.0066541,TRUE,0.426532,0.426532,FALSE,-0.27981,1,0.182351,2,NA
2238,18,10719,848350,TRUE,346,2113,NA,0.00015893,NA,0.0104218,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
2239,18,848351,1940211,TRUE,342,2635,0.000173163,0.000129739,0.192729,0.0271333,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2240,18,1940212,2839842,TRUE,388,2618,1.09072e-06,7.10392e-06,0.488427,0.44969,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2241,18,2839843,3722828,TRUE,454,2235,0.000314755,NA,0.0911173,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
2242,18,3722829,4603961,TRUE,420,2073,0.000158757,0.000256154,0.235774,0.000538377,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2243,18,4603962,5575812,TRUE,370,2526,0.000521047,7.10025e-05,0.00902529,0.151736,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2244,18,5575813,6756496,TRUE,515,2761,0.00036161,0.000177064,0.0763684,0.0174547,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2245,18,6756497,7862479,TRUE,448,2404,0.000528609,0.000135459,0.013935,0.0387237,TRUE,-0.269194,-0.269194,FALSE,-1,0.52802,0.499827,2,NA
2246,18,7862480,8788524,TRUE,408,2585,0.000304027,0.000218067,0.0908017,0.00224419,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2247,18,8788525,9816164,TRUE,458,2962,0.000524374,0.000163707,0.0153382,0.0183552,TRUE,-0.340665,-0.340665,FALSE,-1,0.36286,0.358899,2,NA
