"locus","chr","start","stop","processed","K","n_snps","h2_ASD","h2_SCZ","p_ASD","p_SCZ","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p"
2115,16,11022543,11916631,TRUE,336,2537,NA,0.000389493,NA,0.0294384,FALSE,NA,NA,NA,NA,NA,NA
2116,16,11916632,12793149,TRUE,373,2748,0.000369497,0.000943661,0.260366,2.43405e-05,FALSE,NA,NA,NA,NA,NA,NA
2117,16,12793150,13893407,TRUE,389,3344,0.00120102,0.00133422,0.0265815,2.1609e-08,TRUE,0.517113,0.517113,FALSE,0.02617,1,0.0420123
2118,16,13893408,15921108,TRUE,350,2374,NA,0.00104124,NA,2.38879e-06,FALSE,NA,NA,NA,NA,NA,NA
2119,16,15921109,17343277,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2120,16,17343278,19104257,TRUE,277,2512,NA,0.000166517,NA,0.177585,FALSE,NA,NA,NA,NA,NA,NA
2121,16,19104258,20351261,TRUE,329,2757,NA,0.000396369,NA,0.0267476,FALSE,NA,NA,NA,NA,NA,NA
2122,16,20351262,22667048,TRUE,326,2333,NA,0.000396579,NA,0.0259012,FALSE,NA,NA,NA,NA,NA,NA
2123,16,22667049,24014705,TRUE,345,2853,0.000732597,0.000416689,0.10052,0.0238321,FALSE,NA,NA,NA,NA,NA,NA
2124,16,24014706,25235251,TRUE,433,2502,0.000469099,0.00076195,0.226713,0.000790507,FALSE,NA,NA,NA,NA,NA,NA
2125,16,25235252,26154122,TRUE,337,2584,0.000944578,0.00059205,0.049955,0.00269308,TRUE,0.179135,0.179135,FALSE,-0.76564,1,0.626834
2126,16,26154123,27443061,TRUE,560,3433,NA,0.000818253,NA,0.00130818,FALSE,NA,NA,NA,NA,NA,NA
2127,16,27443062,29043177,TRUE,299,1768,0.000361544,0.000585402,0.241891,0.00187484,FALSE,NA,NA,NA,NA,NA,NA
2128,16,29043178,31384210,TRUE,273,1937,NA,0.000578663,NA,0.0014169,FALSE,NA,NA,NA,NA,NA,NA
2129,16,31384211,32847928,TRUE,63,852,3.01329e-05,6.45988e-07,0.42746,0.473373,FALSE,NA,NA,NA,NA,NA,NA
2130,16,32847929,35259453,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2131,16,35259454,49010761,TRUE,267,2361,NA,8.82985e-06,NA,0.468852,FALSE,NA,NA,NA,NA,NA,NA
2132,16,49010762,50467033,TRUE,526,2965,NA,0.000308737,NA,0.110877,FALSE,NA,NA,NA,NA,NA,NA
2133,16,50467034,52041336,TRUE,479,2928,NA,0.000750697,NA,0.00148214,FALSE,NA,NA,NA,NA,NA,NA
2134,16,52041337,53393882,TRUE,345,2735,NA,0.000269666,NA,0.0943034,FALSE,NA,NA,NA,NA,NA,NA
2135,16,53393883,54866095,TRUE,486,3228,0.000318532,0.000177328,0.311957,0.227598,FALSE,NA,NA,NA,NA,NA,NA
2136,16,54866096,55907389,TRUE,345,2666,0.000540817,0.000616376,0.16908,0.0021724,FALSE,NA,NA,NA,NA,NA,NA
2137,16,55907390,57119889,TRUE,431,2976,NA,0.000859265,NA,0.000213387,FALSE,NA,NA,NA,NA,NA,NA
2138,16,57119890,58508978,TRUE,463,3363,NA,0.000371964,NA,0.0609779,FALSE,NA,NA,NA,NA,NA,NA
2139,16,58508979,59885499,TRUE,307,3279,NA,0.000621816,NA,0.00125125,FALSE,NA,NA,NA,NA,NA,NA
2140,16,59885500,61092844,TRUE,298,2693,NA,0.000446328,NA,0.0119983,FALSE,NA,NA,NA,NA,NA,NA
2141,16,61092845,62607090,TRUE,308,2471,NA,0.000546429,NA,0.00366323,FALSE,NA,NA,NA,NA,NA,NA
2142,16,62607091,64207176,TRUE,361,3086,0.000979612,0.000817054,0.049492,0.000138122,TRUE,-0.19866,-0.19866,FALSE,-1,0.51315,0.541462
2143,16,64207177,65072403,TRUE,190,2150,0.000117844,0.000618826,0.377631,0.0001224,FALSE,NA,NA,NA,NA,NA,NA
2144,16,65072404,65882820,TRUE,267,1792,0.000371799,0.00090375,0.223858,3.62955e-06,FALSE,NA,NA,NA,NA,NA,NA
2145,16,65882821,66738843,TRUE,278,1842,0.000325468,0.00045242,0.255627,0.00920153,FALSE,NA,NA,NA,NA,NA,NA
2146,16,66738844,68435728,TRUE,185,1911,0.000143046,0.000297396,0.353734,0.0284532,FALSE,NA,NA,NA,NA,NA,NA
2147,16,68435729,69549149,TRUE,215,1954,0.000604065,0.000226307,0.092052,0.0829997,FALSE,NA,NA,NA,NA,NA,NA
2148,16,69549150,71062712,TRUE,184,1639,NA,0.000589017,NA,0.000185336,FALSE,NA,NA,NA,NA,NA,NA
2149,16,71062713,72089511,TRUE,160,1680,0.000719351,0.000544642,0.0370506,0.000221204,TRUE,0.343082,0.343082,FALSE,-0.39521,1,0.304364
2150,16,72089512,73140781,TRUE,289,1642,0.000792179,0.000724905,0.0673901,0.000196694,FALSE,NA,NA,NA,NA,NA,NA
2151,16,73140782,74135275,TRUE,474,2102,NA,0.000487264,NA,0.0235207,FALSE,NA,NA,NA,NA,NA,NA
2152,16,74135276,74889127,TRUE,222,1591,9.05679e-05,0.000366867,0.409206,0.0162638,FALSE,NA,NA,NA,NA,NA,NA
2153,16,74889128,75525959,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2154,16,75525960,76635467,TRUE,326,2832,0.000526246,0.000181379,0.168824,0.178263,FALSE,NA,NA,NA,NA,NA,NA
2155,16,76635468,77270665,TRUE,198,1867,NA,0.00036221,NA,0.0129169,FALSE,NA,NA,NA,NA,NA,NA
2156,16,77270666,77739132,TRUE,208,1756,4.50466e-05,0.000495057,0.446426,0.0018111,FALSE,NA,NA,NA,NA,NA,NA
2157,16,77739133,78280636,TRUE,305,2183,0.000266777,0.00040127,0.30116,0.021438,FALSE,NA,NA,NA,NA,NA,NA
2158,16,78280637,78973580,TRUE,503,2950,NA,0.000627578,NA,0.00709308,FALSE,NA,NA,NA,NA,NA,NA
2159,16,78973581,79662634,TRUE,507,2179,NA,0.000489722,NA,0.026205,FALSE,NA,NA,NA,NA,NA,NA
2160,16,79662635,80559685,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2161,16,80559686,81437861,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2162,16,81437862,82310204,TRUE,521,2661,NA,0.000278494,NA,0.132894,FALSE,NA,NA,NA,NA,NA,NA
2163,16,82310205,83077869,TRUE,518,2871,NA,0.000819112,NA,0.000891717,FALSE,NA,NA,NA,NA,NA,NA
2164,16,83077870,83778371,TRUE,472,2758,0.000365671,0.000760738,0.28536,0.0012485,FALSE,NA,NA,NA,NA,NA,NA
2165,16,83778372,84440154,TRUE,582,2700,NA,0.000128089,NA,0.307836,FALSE,NA,NA,NA,NA,NA,NA
2166,16,84440155,85146805,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2167,16,85146806,86058597,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2168,16,86058598,86748867,TRUE,590,2468,NA,0.000270524,NA,0.153588,FALSE,NA,NA,NA,NA,NA,NA
2169,16,86748868,87669168,TRUE,535,2663,NA,0.000834932,NA,0.00089789,FALSE,NA,NA,NA,NA,NA,NA
2170,16,87669169,88387228,TRUE,354,2165,NA,0.000448042,NA,0.0177313,FALSE,NA,NA,NA,NA,NA,NA
2171,16,88387229,89106304,TRUE,280,1431,0.000126166,NA,0.392208,NA,FALSE,NA,NA,NA,NA,NA,NA
2172,16,89106305,90292787,TRUE,364,2758,NA,0.00110246,NA,1.00997e-06,FALSE,NA,NA,NA,NA,NA,NA
2173,17,52,815653,TRUE,326,1892,NA,0.000334933,NA,0.0488329,FALSE,NA,NA,NA,NA,NA,NA
2174,17,815654,1480056,TRUE,319,1594,NA,0.000440299,NA,0.0150304,FALSE,NA,NA,NA,NA,NA,NA
2175,17,1480057,2699135,TRUE,423,2378,NA,0.000583793,NA,0.00638244,FALSE,NA,NA,NA,NA,NA,NA
2176,17,2699136,3430440,TRUE,238,1661,NA,0.000221681,NA,0.0966993,FALSE,NA,NA,NA,NA,NA,NA
2177,17,3430441,4463971,TRUE,402,2352,NA,0.000607002,NA,0.00420202,FALSE,NA,NA,NA,NA,NA,NA
2178,17,4463972,5573784,TRUE,335,2782,0.000146344,0.000645062,0.387419,0.00129211,FALSE,NA,NA,NA,NA,NA,NA
2179,17,5573785,6305078,TRUE,346,2049,NA,0.000471339,NA,0.0132986,FALSE,NA,NA,NA,NA,NA,NA
2180,17,6305079,7264458,TRUE,373,2040,NA,0.000354462,NA,0.0504538,FALSE,NA,NA,NA,NA,NA,NA
2181,17,7264459,8554763,TRUE,381,2516,NA,0.000886831,NA,6.31604e-05,FALSE,NA,NA,NA,NA,NA,NA
2182,17,8554764,9619356,TRUE,413,2148,NA,0.000178818,NA,0.206652,FALSE,NA,NA,NA,NA,NA,NA
2183,17,9619357,10572617,TRUE,362,2376,NA,0.000366382,NA,0.0424646,FALSE,NA,NA,NA,NA,NA,NA
2184,17,10572618,11778164,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2185,17,11778165,12676353,TRUE,244,1654,NA,8.14237e-05,NA,0.307595,FALSE,NA,NA,NA,NA,NA,NA
2186,17,12676354,13648446,TRUE,433,2904,0.000223146,0.000297715,0.355176,0.0968555,FALSE,NA,NA,NA,NA,NA,NA
2187,17,13648447,14508610,TRUE,308,2135,NA,0.000142366,NA,0.224263,FALSE,NA,NA,NA,NA,NA,NA
2188,17,14508611,15308722,TRUE,347,2465,0.000326734,5.14667e-06,0.276893,0.479827,FALSE,NA,NA,NA,NA,NA,NA
2189,17,15308723,16405207,TRUE,189,1609,6.78112e-05,5.45204e-06,0.422684,0.471866,FALSE,NA,NA,NA,NA,NA,NA
2190,17,16405208,17326540,TRUE,204,1669,7.30789e-05,0.000137,0.420839,0.186672,FALSE,NA,NA,NA,NA,NA,NA
2191,17,17326541,18900978,TRUE,210,2037,NA,0.000488709,NA,0.00207438,FALSE,NA,NA,NA,NA,NA,NA
2192,17,18900979,20402494,TRUE,178,1466,NA,0.000542417,NA,0.000413599,FALSE,NA,NA,NA,NA,NA,NA
2193,17,20402495,21432873,TRUE,208,1228,NA,0.000174435,NA,0.13549,FALSE,NA,NA,NA,NA,NA,NA
2194,17,21432874,25872110,TRUE,140,2203,0.000448908,NA,0.109994,NA,FALSE,NA,NA,NA,NA,NA,NA
2195,17,25872111,27344401,TRUE,299,1801,NA,0.000331889,NA,0.0444259,FALSE,NA,NA,NA,NA,NA,NA
2196,17,27344402,29783141,TRUE,267,2911,NA,0.00053754,NA,0.0023979,FALSE,NA,NA,NA,NA,NA,NA
2197,17,29783142,31318753,TRUE,394,2797,0.000115025,0.000765823,0.415735,0.000469815,FALSE,NA,NA,NA,NA,NA,NA
2198,17,31318754,32356061,TRUE,440,2679,NA,0.000700627,NA,0.00193087,FALSE,NA,NA,NA,NA,NA,NA
2199,17,32356062,33614189,TRUE,372,2637,NA,0.000146244,NA,0.23928,FALSE,NA,NA,NA,NA,NA,NA
2200,17,33614190,34474611,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201,17,34474612,36116884,TRUE,358,2030,NA,0.000390898,NA,0.0330241,FALSE,NA,NA,NA,NA,NA,NA
2202,17,36116885,37361178,TRUE,350,1915,NA,0.000531121,NA,0.00677496,FALSE,NA,NA,NA,NA,NA,NA
2203,17,37361179,38880481,TRUE,265,2351,NA,0.000602982,NA,0.000919946,FALSE,NA,NA,NA,NA,NA,NA
2204,17,38880482,40233545,TRUE,289,3211,0.00117456,0.000375252,0.0151654,0.025758,TRUE,0.301587,0.301587,FALSE,-0.62895,1,0.433219
2205,17,40233546,42348003,TRUE,362,2924,0.00012732,0.000395312,0.404038,0.0325044,FALSE,NA,NA,NA,NA,NA,NA
2206,17,42348004,43460500,TRUE,247,1922,0.000610321,0.000538491,0.104269,0.00185115,FALSE,NA,NA,NA,NA,NA,NA
2207,17,43460501,44865832,TRUE,87,2424,0.0011043,0.000602161,0.000392858,8.06045e-07,TRUE,-0.175272,-0.175272,FALSE,-0.70598,0.30564,0.445583
2208,17,44865833,45883901,TRUE,158,1925,NA,0.00064802,NA,2.08227e-05,FALSE,NA,NA,NA,NA,NA,NA
2209,17,45883902,47516224,TRUE,325,3375,0.000559215,0.000843937,0.154501,4.53732e-05,FALSE,NA,NA,NA,NA,NA,NA
2210,17,47516225,48722590,TRUE,505,2132,NA,0.000293199,NA,0.120039,FALSE,NA,NA,NA,NA,NA,NA
2211,17,48722591,49909298,TRUE,321,2209,0.000403072,0.000785642,0.22664,0.000113058,FALSE,NA,NA,NA,NA,NA,NA
2212,17,49909299,51110385,TRUE,181,2793,NA,0.000428724,NA,0.00344919,FALSE,NA,NA,NA,NA,NA,NA
2213,17,51110386,52102649,TRUE,189,2014,NA,0.00036518,NA,0.0111167,FALSE,NA,NA,NA,NA,NA,NA
2214,17,52102650,53468006,TRUE,369,2913,NA,0.000526146,NA,0.00837543,FALSE,NA,NA,NA,NA,NA,NA
2215,17,53468007,54950107,TRUE,280,2680,NA,0.000731602,NA,0.000125634,FALSE,NA,NA,NA,NA,NA,NA
2216,17,54950108,56245227,TRUE,499,2372,NA,0.000168348,NA,0.241356,FALSE,NA,NA,NA,NA,NA,NA
2217,17,56245228,58652809,TRUE,265,2687,NA,0.000607039,NA,0.000813088,FALSE,NA,NA,NA,NA,NA,NA
2218,17,58652810,60453120,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2219,17,60453121,62112373,TRUE,244,2044,8.6189e-05,0.00022681,0.416827,0.0954131,FALSE,NA,NA,NA,NA,NA,NA
2220,17,62112374,63548724,TRUE,237,2146,0.000332557,0.000305921,0.234572,0.0390463,FALSE,NA,NA,NA,NA,NA,NA
2221,17,63548725,64438387,TRUE,165,2511,0.00020219,0.000212113,0.293545,0.069784,FALSE,NA,NA,NA,NA,NA,NA
2222,17,64438388,65582327,TRUE,436,2510,0.000922257,0.000596182,0.0768716,0.00630652,FALSE,NA,NA,NA,NA,NA,NA
2223,17,65582328,66757556,TRUE,355,2410,0.000468153,0.00101392,0.205092,4.00958e-06,FALSE,NA,NA,NA,NA,NA,NA
2224,17,66757557,68176219,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2225,17,68176220,69245590,TRUE,298,2642,NA,0.000438882,NA,0.0136314,FALSE,NA,NA,NA,NA,NA,NA
2226,17,69245591,70495119,TRUE,438,2453,NA,0.000217816,NA,0.169808,FALSE,NA,NA,NA,NA,NA,NA
2227,17,70495120,71466953,TRUE,454,2113,NA,0.000785966,NA,0.000710455,FALSE,NA,NA,NA,NA,NA,NA
2228,17,71466954,72383472,TRUE,469,2298,NA,0.000352933,NA,0.071248,FALSE,NA,NA,NA,NA,NA,NA
2229,17,72383473,73741321,TRUE,389,2783,NA,0.000629445,NA,0.00283949,FALSE,NA,NA,NA,NA,NA,NA
2230,17,73741322,74908266,TRUE,347,2487,0.00079187,0.000999089,0.0848707,4.77875e-06,FALSE,NA,NA,NA,NA,NA,NA
2231,17,74908267,75619256,TRUE,343,1895,NA,0.00010392,NA,0.297299,FALSE,NA,NA,NA,NA,NA,NA
2232,17,75619257,76596287,TRUE,472,2508,NA,0.000774258,NA,0.0010307,FALSE,NA,NA,NA,NA,NA,NA
2233,17,76596288,77412786,TRUE,409,2065,NA,0.000653351,NA,0.00257927,FALSE,NA,NA,NA,NA,NA,NA
2234,17,77412787,78438332,TRUE,395,2146,NA,1.50055e-05,NA,0.462989,FALSE,NA,NA,NA,NA,NA,NA
2235,17,78438333,79333774,TRUE,321,2600,NA,0.00062667,NA,0.00134744,FALSE,NA,NA,NA,NA,NA,NA
2236,17,79333775,80459149,TRUE,197,2213,NA,0.000393824,NA,0.00781532,FALSE,NA,NA,NA,NA,NA,NA
2237,17,80459150,81192460,TRUE,195,1782,NA,0.00048368,NA,0.00178433,FALSE,NA,NA,NA,NA,NA,NA
2238,18,10719,848350,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2239,18,848351,1940211,TRUE,287,2454,0.000559481,0.000118884,0.140166,0.253798,FALSE,NA,NA,NA,NA,NA,NA
2240,18,1940212,2839842,TRUE,344,2529,NA,9.93142e-05,NA,0.304552,FALSE,NA,NA,NA,NA,NA,NA
2241,18,2839843,3722828,TRUE,370,2031,NA,0.000319319,NA,0.067592,FALSE,NA,NA,NA,NA,NA,NA
2242,18,3722829,4603961,TRUE,336,1880,NA,0.000143289,NA,0.23237,FALSE,NA,NA,NA,NA,NA,NA
2243,18,4603962,5575812,TRUE,284,2304,NA,0.000529725,NA,0.00346484,FALSE,NA,NA,NA,NA,NA,NA
2244,18,5575813,6756496,TRUE,440,2570,0.000359063,0.000321775,0.282074,0.0827743,FALSE,NA,NA,NA,NA,NA,NA
2245,18,6756497,7862479,TRUE,348,2218,NA,0.000376693,NA,0.0360625,FALSE,NA,NA,NA,NA,NA,NA
2246,18,7862480,8788524,TRUE,345,2362,0.000289647,0.000158669,0.298042,0.216876,FALSE,NA,NA,NA,NA,NA,NA
2247,18,8788525,9816164,TRUE,433,2872,NA,0.000651189,NA,0.00320746,FALSE,NA,NA,NA,NA,NA,NA
2248,18,9816165,10675548,TRUE,407,2150,NA,0.000398718,NA,0.0383888,FALSE,NA,NA,NA,NA,NA,NA
2249,18,10675549,11872226,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2250,18,11872227,12735558,TRUE,238,2137,NA,6.18076e-05,NA,0.346755,FALSE,NA,NA,NA,NA,NA,NA
2251,18,12735559,13641479,TRUE,323,1953,NA,0.000770149,NA,0.000147858,FALSE,NA,NA,NA,NA,NA,NA
2252,18,13641480,14439251,TRUE,127,1461,0.000211687,NA,0.260385,NA,FALSE,NA,NA,NA,NA,NA,NA
2253,18,14439252,15220934,TRUE,56,687,5.44737e-06,NA,0.465397,NA,FALSE,NA,NA,NA,NA,NA,NA
2254,18,15220935,20009696,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2255,18,20009697,21622716,TRUE,277,2725,0.0010319,4.75729e-05,0.0252679,0.387159,FALSE,NA,NA,NA,NA,NA,NA
2256,18,21622717,22746153,TRUE,361,2409,0.000178379,0.000536133,0.370626,0.00693013,FALSE,NA,NA,NA,NA,NA,NA
2257,18,22746154,24088163,TRUE,367,2687,NA,0.0006954,NA,0.00101216,FALSE,NA,NA,NA,NA,NA,NA
2258,18,24088164,25305260,TRUE,363,2528,0.000518869,0.000400087,0.184428,0.0312517,FALSE,NA,NA,NA,NA,NA,NA
2259,18,25305261,26861067,TRUE,270,2884,0.000347146,0.000591556,0.239507,0.001096,FALSE,NA,NA,NA,NA,NA,NA
2260,18,26861068,27823155,TRUE,141,2053,0.000195458,0.000349761,0.285039,0.00632641,FALSE,NA,NA,NA,NA,NA,NA
2261,18,27823156,28792734,TRUE,254,2266,0.000186851,0.000308815,0.341075,0.0426394,FALSE,NA,NA,NA,NA,NA,NA
2262,18,28792735,30401128,TRUE,399,3303,NA,0.000440301,NA,0.0250576,FALSE,NA,NA,NA,NA,NA,NA
2263,18,30401129,32458907,TRUE,340,3331,NA,0.000951045,NA,1.08609e-05,FALSE,NA,NA,NA,NA,NA,NA
2264,18,32458908,34153297,TRUE,414,3074,NA,0.000497182,NA,0.015599,FALSE,NA,NA,NA,NA,NA,NA
2265,18,34153298,36056932,TRUE,442,3685,NA,0.00107196,NA,1.00349e-05,FALSE,NA,NA,NA,NA,NA,NA
2266,18,36056933,37679127,TRUE,276,2813,0.000926299,0.000951319,0.038369,1.75751e-06,TRUE,0.277169,0.277169,FALSE,-0.32958,1,0.336882
2267,18,37679128,38498381,TRUE,176,2196,NA,0.000111292,NA,0.216541,FALSE,NA,NA,NA,NA,NA,NA
2268,18,38498382,39410165,TRUE,231,1856,NA,0.00076496,NA,2.09786e-05,FALSE,NA,NA,NA,NA,NA,NA
2269,18,39410166,40471407,TRUE,167,2125,0.000371759,NA,0.171379,NA,FALSE,NA,NA,NA,NA,NA,NA
2270,18,40471408,41425454,TRUE,196,2030,NA,0.000242472,NA,0.0614089,FALSE,NA,NA,NA,NA,NA,NA
2271,18,41425455,42974165,TRUE,409,2869,NA,0.000825087,NA,0.000261621,FALSE,NA,NA,NA,NA,NA,NA
2272,18,42974166,44300145,TRUE,470,3024,6.56937e-05,0.000862467,0.451909,0.000333552,FALSE,NA,NA,NA,NA,NA,NA
2273,18,44300146,45718492,TRUE,405,3104,NA,0.000824557,NA,0.000261485,FALSE,NA,NA,NA,NA,NA,NA
2274,18,45718493,46558306,TRUE,439,2027,NA,0.000944875,NA,6.40138e-05,FALSE,NA,NA,NA,NA,NA,NA
2275,18,46558307,47455925,TRUE,193,2120,2.18075e-05,0.000377918,0.466018,0.00954795,FALSE,NA,NA,NA,NA,NA,NA
2276,18,47455926,48228379,TRUE,253,1801,NA,0.000722127,NA,8.24333e-05,FALSE,NA,NA,NA,NA,NA,NA
2277,18,48228380,49790996,TRUE,397,3119,NA,0.000926253,NA,4.68591e-05,FALSE,NA,NA,NA,NA,NA,NA
2278,18,49790997,50372823,TRUE,185,1938,5.36376e-05,0.000431075,0.435139,0.00360061,FALSE,NA,NA,NA,NA,NA,NA
2279,18,50372824,51060986,TRUE,98,1789,NA,0.000338465,NA,0.00252578,FALSE,NA,NA,NA,NA,NA,NA
2280,18,51060987,52512523,TRUE,177,3453,NA,0.000470536,NA,0.00147313,FALSE,NA,NA,NA,NA,NA,NA
2281,18,52512524,53762996,TRUE,272,2089,NA,0.00188912,NA,1.84242e-17,FALSE,NA,NA,NA,NA,NA,NA
2282,18,53762997,54957867,TRUE,267,2270,0.00150129,0.000714994,0.00243514,0.000145733,TRUE,0.00151864,0.00151864,FALSE,-0.61987,0.59462,0.995317
2283,18,54957868,55809315,TRUE,292,2325,NA,5.59516e-05,NA,0.372064,FALSE,NA,NA,NA,NA,NA,NA
2284,18,55809316,56832312,TRUE,404,2494,0.000412621,NA,0.246325,NA,FALSE,NA,NA,NA,NA,NA,NA
2285,18,56832313,57635821,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2286,18,57635822,58527236,TRUE,194,2001,NA,0.000315544,NA,0.0242542,FALSE,NA,NA,NA,NA,NA,NA
2287,18,58527237,59449422,TRUE,270,1693,0.000804884,0.000125739,0.0586224,0.237933,FALSE,NA,NA,NA,NA,NA,NA
2288,18,59449423,60780194,TRUE,348,3210,NA,0.000327322,NA,0.0581519,FALSE,NA,NA,NA,NA,NA,NA
2289,18,60780195,62074993,TRUE,301,2956,8.66989e-05,0.000669844,0.424571,0.000537144,FALSE,NA,NA,NA,NA,NA,NA
2290,18,62074994,63109755,TRUE,209,2541,NA,0.000213813,NA,0.0918619,FALSE,NA,NA,NA,NA,NA,NA
2291,18,63109756,64253143,TRUE,201,2546,0.000439229,0.000296672,0.154726,0.0325088,FALSE,NA,NA,NA,NA,NA,NA
2292,18,64253144,65294195,TRUE,206,2674,0.00117212,0.000295866,0.00609286,0.0346978,TRUE,-0.415151,-0.415151,FALSE,-1,0.39144,0.271657
2293,18,65294196,66407960,TRUE,303,3002,0.000650532,0.000102636,0.11237,0.287329,FALSE,NA,NA,NA,NA,NA,NA
2294,18,66407961,67195980,TRUE,210,1915,NA,0.000293475,NA,0.0369447,FALSE,NA,NA,NA,NA,NA,NA
2295,18,67195981,68051035,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2296,18,68051036,69311742,TRUE,396,3367,NA,0.000705251,NA,0.00117257,FALSE,NA,NA,NA,NA,NA,NA
2297,18,69311743,70540349,TRUE,357,3200,NA,0.000639033,NA,0.00186269,FALSE,NA,NA,NA,NA,NA,NA
2298,18,70540350,71491860,TRUE,325,2646,NA,0.000642437,NA,0.00112321,FALSE,NA,NA,NA,NA,NA,NA
2299,18,71491861,72785206,TRUE,357,2684,NA,7.57395e-05,NA,0.348391,FALSE,NA,NA,NA,NA,NA,NA
2300,18,72785207,73568260,TRUE,301,2086,NA,0.000222856,NA,0.122242,FALSE,NA,NA,NA,NA,NA,NA
2301,18,73568261,74471745,TRUE,390,2532,NA,0.000302771,NA,0.0832012,FALSE,NA,NA,NA,NA,NA,NA
2302,18,74471746,75240760,TRUE,371,2521,NA,0.000391442,NA,0.0349455,FALSE,NA,NA,NA,NA,NA,NA
2303,18,75240761,76231685,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2304,18,76231686,77148137,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2305,18,77148138,78017072,TRUE,279,2258,NA,0.00114105,NA,2.47891e-08,FALSE,NA,NA,NA,NA,NA,NA
2306,19,64705,762046,TRUE,130,598,NA,5.01705e-05,NA,0.331395,FALSE,NA,NA,NA,NA,NA,NA
2307,19,762047,1515920,TRUE,216,1052,0.000937548,0.000445225,0.0228438,0.00528579,TRUE,-0.0440281,-0.0440281,FALSE,-1,0.8705,0.90183
2308,19,1515921,2253174,TRUE,206,1145,NA,0.00067414,NA,7.25304e-05,FALSE,NA,NA,NA,NA,NA,NA
2309,19,2253175,3085446,TRUE,325,1943,NA,0.000372089,NA,0.0335092,FALSE,NA,NA,NA,NA,NA,NA
2310,19,3085447,3893909,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2311,19,3893910,4741718,TRUE,239,1502,NA,9.36665e-06,NA,0.465724,FALSE,NA,NA,NA,NA,NA,NA
2312,19,4741719,5478684,TRUE,367,1899,NA,0.000794839,NA,0.000209142,FALSE,NA,NA,NA,NA,NA,NA
2313,19,5478685,6455428,TRUE,308,2296,NA,0.000308495,NA,0.0596162,FALSE,NA,NA,NA,NA,NA,NA
2314,19,6455429,7249359,TRUE,323,1989,2.17331e-05,0.000342198,0.473761,0.0444059,FALSE,NA,NA,NA,NA,NA,NA
2315,19,7249360,8199016,TRUE,341,2210,0.00074307,0.000165636,0.0962726,0.202057,FALSE,NA,NA,NA,NA,NA,NA
2316,19,8199017,9105577,TRUE,279,1931,0.000456321,NA,0.183496,NA,FALSE,NA,NA,NA,NA,NA,NA
2317,19,9105578,10028840,TRUE,140,2007,0.000334677,0.00027491,0.174991,0.0218237,FALSE,NA,NA,NA,NA,NA,NA
2318,19,10028841,11681978,TRUE,482,3321,NA,0.00071961,NA,0.00217824,FALSE,NA,NA,NA,NA,NA,NA
2319,19,11681979,13213186,TRUE,300,2567,NA,0.000892145,NA,1.15485e-05,FALSE,NA,NA,NA,NA,NA,NA
2320,19,13213187,13968319,TRUE,284,1480,0.000384197,0.000455533,0.223564,0.00928907,FALSE,NA,NA,NA,NA,NA,NA
2321,19,13968320,14891100,TRUE,278,1566,NA,0.000625443,NA,0.000733328,FALSE,NA,NA,NA,NA,NA,NA
2322,19,14891101,15650185,TRUE,264,1826,NA,0.000361937,NA,0.024644,FALSE,NA,NA,NA,NA,NA,NA
2323,19,15650186,16079006,TRUE,125,1755,NA,9.44986e-05,NA,0.213021,FALSE,NA,NA,NA,NA,NA,NA
2324,19,16079007,17045963,TRUE,222,1902,0.000123881,0.000155055,0.381407,0.168391,FALSE,NA,NA,NA,NA,NA,NA
2325,19,17045964,17750518,TRUE,269,1756,NA,0.000501664,NA,0.00411615,FALSE,NA,NA,NA,NA,NA,NA
