"locus","chr","start","stop","processed","K","n_snps","h2_AN","h2_ASD","p_AN","p_ASD","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
2088,15,88035758,89385187,TRUE,382,2315,0.00264095,NA,4.02637e-09,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2089,15,89385188,90632718,TRUE,264,2200,0.000903547,NA,0.0052263,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2090,15,90632719,91593623,TRUE,188,2141,0.000963216,NA,0.000755103,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2091,15,91593624,92675405,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2092,15,92675406,93707010,TRUE,431,2753,0.00216569,NA,1.80105e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2093,15,93707011,94565521,TRUE,349,2516,0.00100013,0.00115843,0.00765771,0.0247893,TRUE,0.317769,0.317769,FALSE,-0.55715,1,0.378932,2,NA
2094,15,94565522,95662425,TRUE,417,2459,0.00121662,NA,0.00342105,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2095,15,95662426,96864278,TRUE,340,2301,0.0014145,NA,0.000297403,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2096,15,96864279,98025684,TRUE,299,2097,0.00157777,0.000619529,9.23585e-05,0.121736,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2097,15,98025685,98828261,TRUE,238,2156,0.00067352,0.000443443,0.0239737,0.171828,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2098,15,98828262,99925972,TRUE,386,2612,0.00333472,0.000212398,1.39958e-12,0.353696,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2099,15,99925973,100742117,TRUE,282,2402,0.000402455,NA,0.122843,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2100,15,100742118,101550750,TRUE,312,2459,0.000531263,NA,0.0766714,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2101,15,101550751,102520975,TRUE,325,1899,0.00100838,9.02867e-05,0.00734021,0.42482,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2102,16,60169,1049079,TRUE,173,1717,0.000822878,NA,0.00931827,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2103,16,1049080,1996492,TRUE,192,2041,0.00178038,NA,3.40731e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2104,16,1996493,3379996,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2105,16,3379997,4816145,TRUE,390,2686,0.00258748,NA,2.31547e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2106,16,4816146,5782968,TRUE,432,2627,0.000839248,NA,0.0314161,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2107,16,5782969,6446081,TRUE,351,1838,0.00230266,NA,8.40047e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2108,16,6446082,7051429,TRUE,309,2400,0.00172873,0.000511232,8.14731e-06,0.169297,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2109,16,7051430,7704354,TRUE,385,2786,0.00114972,0.0004511,0.00309296,0.222285,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2110,16,7704355,8341012,TRUE,271,2532,0.00108744,NA,0.00126627,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2111,16,8341013,9104469,TRUE,311,2501,0.00228166,NA,2.77197e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2112,16,9104470,9754796,TRUE,307,1898,0.000806532,NA,0.0143355,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2113,16,9754797,10351808,TRUE,183,1886,0.000339991,0.000187919,0.105635,0.314531,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2114,16,10351809,11022542,TRUE,219,1584,0.000926227,NA,0.00330267,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2115,16,11022543,11916631,TRUE,281,2473,0.00186115,NA,7.54064e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2116,16,11916632,12793149,TRUE,296,2746,0.0018482,0.000397081,1.39568e-06,0.220996,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2117,16,12793150,13893407,TRUE,322,3256,0.00230737,0.000748284,2.01276e-08,0.0889136,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2118,16,13893408,15921108,TRUE,240,2134,0.00230422,NA,2.1413e-09,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2119,16,15921109,17343277,TRUE,228,2137,0.000415716,NA,0.0948241,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2120,16,17343278,19104257,TRUE,215,2343,0.000593264,NA,0.0348189,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2121,16,19104258,20351261,TRUE,245,2628,0.00106731,NA,0.000913413,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2122,16,20351262,22667048,TRUE,220,2253,0.000723198,0.000121329,0.0136769,0.383007,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2123,16,22667049,24014705,TRUE,266,2696,0.0012296,0.000455382,0.000384654,0.178509,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2124,16,24014706,25235251,TRUE,364,2460,0.00215518,NA,4.21594e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2125,16,25235252,26154122,TRUE,289,2598,0.00138281,0.00110652,0.000155577,0.0202728,TRUE,0.631517,0.631517,FALSE,0.06103,1,0.0348848,2,NA
2126,16,26154123,27443061,TRUE,486,3357,0.00199379,NA,2.44203e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2127,16,27443062,29043177,TRUE,194,1549,7.36016e-06,9.50377e-05,0.476301,0.399066,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2128,16,29043178,31384210,TRUE,167,1710,0.00123176,4.1512e-05,3.80309e-05,0.443803,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2129,16,31384211,32847928,TRUE,37,723,0.000294744,0.00012233,0.0215607,0.240438,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2130,16,32847929,35259453,TRUE,11,29,5.98636e-05,NA,0.218082,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2131,16,35259454,49010761,TRUE,172,2121,0.00138769,0.000107767,5.48699e-06,0.381082,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2132,16,49010762,50467033,TRUE,428,2823,0.00175668,NA,5.39682e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2133,16,50467034,52041336,TRUE,377,2744,0.00179111,NA,2.23565e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2134,16,52041337,53393882,TRUE,250,2643,0.00151181,NA,1.65132e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2135,16,53393883,54866095,TRUE,390,3162,0.0022044,NA,7.43269e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2136,16,54866096,55907389,TRUE,276,2558,0.000971156,0.000542939,0.00367733,0.142563,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2137,16,55907390,57119889,TRUE,384,2960,0.00165612,NA,6.68058e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2138,16,57119890,58508978,TRUE,406,3339,0.00168358,NA,9.56231e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2139,16,58508979,59885499,TRUE,254,3382,0.00280355,NA,4.61057e-13,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2140,16,59885500,61092844,TRUE,265,2803,0.0010069,NA,0.00203738,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2141,16,61092845,62607090,TRUE,194,2232,0.000620483,NA,0.021954,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2142,16,62607091,64207176,TRUE,278,2976,0.000636634,0.000884295,0.0334098,0.0456291,TRUE,0.425245,0.425245,FALSE,-0.66079,1,0.340207,2,NA
2143,16,64207177,65072403,TRUE,158,2114,0.000699862,0.000182511,0.00546126,0.306757,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2144,16,65072404,65882820,TRUE,255,1866,0.000974385,0.000257115,0.00236485,0.291422,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2145,16,65882821,66738843,TRUE,243,1814,0.000705013,3.91121e-05,0.0163543,0.455309,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2146,16,66738844,68435728,TRUE,104,1666,0.000186685,NA,0.179564,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2147,16,68435729,69549149,TRUE,154,1864,0.000193913,0.000397335,0.215114,0.147264,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2148,16,69549150,71062712,TRUE,121,1456,0.000864885,NA,0.000492712,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2149,16,71062713,72089511,TRUE,150,1742,0.000352217,0.000807776,0.0776219,0.0205083,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2150,16,72089512,73140781,TRUE,244,1535,0.00149719,0.000675782,1.71079e-05,0.0819407,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2151,16,73140782,74135275,TRUE,428,2057,0.00123886,NA,0.00363896,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2152,16,74135276,74889127,TRUE,195,1649,0.000259855,NA,0.178122,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2153,16,74889128,75525959,TRUE,124,1480,5.20857e-05,NA,0.394048,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2154,16,75525960,76635467,TRUE,228,2650,0.001475,0.000480604,1.50258e-05,0.148604,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2155,16,76635468,77270665,TRUE,167,1838,0.000647708,NA,0.00921939,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2156,16,77270666,77739132,TRUE,199,1803,0.00023245,0.000116496,0.1982,0.38147,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2157,16,77739133,78280636,TRUE,274,2172,0.00112893,0.000226721,0.000881134,0.318545,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2158,16,78280637,78973580,TRUE,440,2846,0.00174431,NA,9.12032e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2159,16,78973581,79662634,TRUE,434,2026,0.00151377,NA,0.000696681,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2160,16,79662635,80559685,TRUE,356,2794,0.00205998,1.58856e-05,5.57227e-07,0.479042,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2161,16,80559686,81437861,TRUE,318,2687,0.00149532,0.000307129,9.53853e-05,0.280027,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2162,16,81437862,82310204,TRUE,460,2678,0.00134116,7.19136e-05,0.00224015,0.44765,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2163,16,82310205,83077869,TRUE,489,2837,0.000865339,NA,0.0286503,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2164,16,83077870,83778371,TRUE,446,2768,0.000165277,0.000374494,0.341089,0.2755,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2165,16,83778372,84440154,TRUE,529,2647,0.0013055,NA,0.00488772,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2166,16,84440155,85146805,TRUE,458,2562,0.000701267,NA,0.0587885,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2167,16,85146806,86058597,TRUE,406,1783,0.0011509,NA,0.00636466,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2168,16,86058598,86748867,TRUE,538,2480,0.00283612,NA,5.47136e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2169,16,86748868,87669168,TRUE,467,2572,0.0024369,NA,3.83562e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2170,16,87669169,88387228,TRUE,250,1831,0.00121433,NA,0.000683063,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2171,16,88387229,89106304,TRUE,258,1405,0.00114785,4.17618e-05,0.00574415,0.454485,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2172,16,89106305,90292787,TRUE,285,2694,0.00145878,NA,0.000127016,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2173,17,52,815653,TRUE,250,1792,0.00128776,NA,0.000421982,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2174,17,815654,1480056,TRUE,235,1432,0.000658969,8.74373e-06,0.0337117,0.480286,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2175,17,1480057,2699135,TRUE,329,2323,0.00275851,NA,3.21867e-10,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2176,17,2699136,3430440,TRUE,171,1720,0.000699326,4.30653e-05,0.00805973,0.44293,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2177,17,3430441,4463971,TRUE,277,2133,0.00154228,NA,3.69444e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2178,17,4463972,5573784,TRUE,278,2800,0.00101348,NA,0.00235066,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2179,17,5573785,6305078,TRUE,277,1971,0.000999385,NA,0.0029939,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2180,17,6305079,7264458,TRUE,330,2000,0.0012073,NA,0.00155012,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2181,17,7264459,8554763,TRUE,309,2435,0.00082094,4.40803e-05,0.0138667,0.456675,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2182,17,8554764,9619356,TRUE,335,2066,0.00144286,NA,0.000286661,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2183,17,9619357,10572617,TRUE,304,2291,0.00121348,NA,0.00110133,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2184,17,10572618,11778164,TRUE,301,2365,0.000952593,NA,0.00667813,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2185,17,11778165,12676353,TRUE,195,1610,0.000185772,NA,0.257092,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2186,17,12676354,13648446,TRUE,349,2815,0.00129416,0.000224895,0.00087621,0.338726,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2187,17,13648447,14508610,TRUE,242,2096,0.000572446,1.26367e-05,0.0423106,0.477311,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2188,17,14508611,15308722,TRUE,303,2456,0.00091525,NA,0.00670339,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2189,17,15308723,16405207,TRUE,103,1479,0.000120073,NA,0.274549,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2190,17,16405208,17326540,TRUE,141,1457,0.000144114,0.000250984,0.275786,0.237565,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2191,17,17326541,18900978,TRUE,158,2016,0.000940019,NA,0.000604465,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2192,17,18900979,20402494,TRUE,73,1235,0.000609669,NA,0.00141715,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2193,17,20402495,21432873,TRUE,82,786,0.000964467,5.28992e-05,1.9801e-05,0.404565,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2194,17,21432874,25872110,TRUE,65,1319,0.000178474,0.00025936,0.177191,0.146068,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2195,17,25872111,27344401,TRUE,237,1698,0.00143986,NA,2.16174e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2196,17,27344402,29783141,TRUE,140,2630,0.00101055,NA,0.000133418,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2197,17,29783142,31318753,TRUE,286,2628,0.00138915,9.60465e-05,0.000147733,0.415649,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2198,17,31318754,32356061,TRUE,372,2589,0.00261866,NA,3.34537e-09,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2199,17,32356062,33614189,TRUE,310,2603,0.00170419,0.000232876,1.10089e-05,0.324429,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2200,17,33614190,34474611,TRUE,153,1744,0.000574061,NA,0.0174477,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2201,17,34474612,36116884,TRUE,276,1820,0.0021023,NA,6.83484e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2202,17,36116885,37361178,TRUE,258,1643,0.0019689,NA,2.09879e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2203,17,37361179,38880481,TRUE,157,2153,0.000779521,NA,0.0028728,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2204,17,38880482,40233545,TRUE,189,2941,0.00123879,0.000826366,6.63519e-05,0.0296521,TRUE,0.353311,0.353311,FALSE,-0.33795,1,0.258831,2,NA
2205,17,40233546,42348003,TRUE,257,2837,0.00133868,9.09527e-05,8.10035e-05,0.415148,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2206,17,42348004,43460500,TRUE,223,1942,0.00108499,9.0785e-05,0.000505248,0.409221,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2207,17,43460501,44865832,TRUE,57,2499,0.000107217,0.000737352,0.230144,0.00270138,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2208,17,44865833,45883901,TRUE,135,1989,0.000359016,NA,0.0685319,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2209,17,45883902,47516224,TRUE,278,3399,0.00133785,0.000264483,0.000123172,0.294345,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2210,17,47516225,48722590,TRUE,412,1873,0.0035809,NA,4.64727e-12,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2211,17,48722591,49909298,TRUE,246,2129,0.00104929,4.58005e-05,0.00136901,0.450074,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2212,17,49909299,51110385,TRUE,125,2735,0.000640984,NA,0.00551783,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2213,17,51110386,52102649,TRUE,156,2008,0.00109084,NA,9.249e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2214,17,52102650,53468006,TRUE,293,2819,0.000521413,NA,0.0716051,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2215,17,53468007,54950107,TRUE,208,2549,0.00105657,NA,0.000604568,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2216,17,54950108,56245227,TRUE,437,2245,0.00360327,NA,6.38078e-12,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2217,17,56245228,58652809,TRUE,168,2432,0.00045264,NA,0.0560231,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2218,17,58652810,60453120,TRUE,211,1981,0.00096756,NA,0.0026316,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2219,17,60453121,62112373,TRUE,137,1803,0.000643707,0.000369942,0.00780902,0.150152,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2220,17,62112374,63548724,TRUE,160,1885,0.00105098,0.000433961,0.000346092,0.131825,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2221,17,63548725,64438387,TRUE,117,2502,0.000755107,NA,0.000919247,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2222,17,64438388,65582327,TRUE,336,2300,0.00130199,0.000944288,0.000694139,0.049772,TRUE,0.11281,0.11281,FALSE,-0.83152,1,0.74496,2,NA
2223,17,65582328,66757556,TRUE,270,2184,0.000789371,0.00037427,0.0139293,0.223658,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2224,17,66757557,68176219,TRUE,204,2461,0.000390346,8.67705e-05,0.0930714,0.40874,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2225,17,68176220,69245590,TRUE,249,2625,0.00163716,NA,2.68743e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2226,17,69245591,70495119,TRUE,365,2372,0.00160187,NA,0.000134564,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2227,17,70495120,71466953,TRUE,372,2040,0.00181349,NA,2.89212e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2228,17,71466954,72383472,TRUE,377,2111,0.00171944,NA,6.1675e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2229,17,72383473,73741321,TRUE,289,2706,0.00134227,NA,0.000241253,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2230,17,73741322,74908266,TRUE,257,2321,0.000839474,0.000304156,0.00858738,0.261005,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2231,17,74908267,75619256,TRUE,294,1829,0.00078157,NA,0.0220014,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2232,17,75619257,76596287,TRUE,387,2378,0.00232817,NA,8.22697e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2233,17,76596288,77412786,TRUE,351,2002,0.00287385,NA,9.46332e-10,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2234,17,77412787,78438332,TRUE,298,1948,0.00226539,NA,4.02421e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2235,17,78438333,79333774,TRUE,244,2438,0.00115243,0.000317818,0.00102143,0.246957,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2236,17,79333775,80459149,TRUE,101,1859,0.00156852,NA,1.39614e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2237,17,80459150,81192460,TRUE,148,1781,0.000133039,NA,0.292238,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2238,18,10719,848350,TRUE,215,1677,0.000933205,NA,0.0026794,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2239,18,848351,1940211,TRUE,221,2472,0.000968928,0.000368152,0.00189667,0.20513,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2240,18,1940212,2839842,TRUE,290,2395,0.000608877,NA,0.0466144,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2241,18,2839843,3722828,TRUE,291,1840,0.000513979,NA,0.0780038,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2242,18,3722829,4603961,TRUE,269,1725,0.00121851,NA,0.000684473,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2243,18,4603962,5575812,TRUE,220,2206,0.00093699,NA,0.00247026,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2244,18,5575813,6756496,TRUE,363,2434,0.00222868,0.000340949,4.049e-07,0.27324,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2245,18,6756497,7862479,TRUE,306,2203,8.56024e-05,NA,0.396594,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2246,18,7862480,8788524,TRUE,290,2339,0.000473092,NA,0.0948103,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2247,18,8788525,9816164,TRUE,396,2942,0.0017823,NA,2.08106e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2248,18,9816165,10675548,TRUE,337,2038,0.00159617,NA,6.83242e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2249,18,10675549,11872226,TRUE,294,2839,0.000889629,NA,0.00894136,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2250,18,11872227,12735558,TRUE,190,2231,0.000685164,6.76996e-06,0.0108777,0.479945,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2251,18,12735559,13641479,TRUE,295,1996,0.000700153,NA,0.0280085,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2252,18,13641480,14439251,TRUE,95,1397,NA,0.000230999,NA,0.212593,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
2253,18,14439252,15220934,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2254,18,15220935,20009696,TRUE,129,1386,0.000192174,NA,0.211037,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2255,18,20009697,21622716,TRUE,214,2673,0.00130392,0.000361967,4.29626e-05,0.205262,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2256,18,21622717,22746153,TRUE,322,2406,0.00203915,0.0001719,2.49633e-07,0.367802,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2257,18,22746154,24088163,TRUE,297,2609,0.00159956,NA,1.79853e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2258,18,24088164,25305260,TRUE,318,2491,0.00165865,0.000380283,1.51681e-05,0.237932,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2259,18,25305261,26861067,TRUE,219,2924,0.00122951,0.000485998,8.42847e-05,0.141509,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2260,18,26861068,27823155,TRUE,99,2017,0.000915569,0.000338357,6.33716e-05,0.133994,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2261,18,27823156,28792734,TRUE,230,2286,0.000339379,8.94287e-05,0.130991,0.411702,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2262,18,28792735,30401128,TRUE,326,3300,0.000637121,NA,0.0445113,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2263,18,30401129,32458907,TRUE,248,3254,0.00181894,NA,4.30712e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2264,18,32458908,34153297,TRUE,357,3096,0.00167429,NA,2.66283e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2265,18,34153298,36056932,TRUE,403,3687,0.00111202,NA,0.00415288,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2266,18,36056933,37679127,TRUE,225,2757,6.36895e-05,0.000860342,0.404009,0.0350392,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2267,18,37679128,38498381,TRUE,146,2218,0.000485201,NA,0.0271348,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2268,18,38498382,39410165,TRUE,180,1769,0.00108444,NA,0.00020353,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2269,18,39410166,40471407,TRUE,134,2155,0.000627824,0.000163448,0.00611056,0.310323,FALSE,NA,NA,NA,NA,NA,NA,2,NA
2270,18,40471408,41425454,TRUE,176,2026,0.00104668,NA,0.00018768,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2271,18,41425455,42974165,TRUE,390,2921,0.00188745,NA,6.61704e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2272,18,42974166,44300145,TRUE,420,2979,0.00143483,NA,0.000591357,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2273,18,44300146,45718492,TRUE,327,3033,0.002136,NA,1.44369e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2274,18,45718493,46558306,TRUE,406,2005,0.00126877,NA,0.00234883,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
2275,18,46558307,47455925,TRUE,168,2219,0.000604655,0.000175587,0.0130552,0.317993,FALSE,NA,NA,NA,NA,NA,NA,2,NA
